id,question,prediction,ground_truth,dataset,task_type,thinking_mode,is_correct,correctness_score,similarity,sim_predicted_correct,failure_type,failure_cause
nq_235,how many hospitals are there in the united states,"As of the most recent data available (2023), there are approximately 6,000 hospitals in the United States. This number includes both public and private hospitals, as well as various types of healthcare facilities.","['5,534 registered hospitals', '5,534']",natural_questions,long_form,no_thinking,0,0.0588235294117647,0.7252805829048157,1,false_positive,long_form_reasoning
nq_195,when does the cannes film festival take place,"The Cannes Film Festival takes place in May each year, typically starting on the first Friday of the month and lasting for about 10 days. The exact dates vary slightly each year but usually occur in the second week of May.","['Cannes, France', 'usually in May']",natural_questions,long_form,no_thinking,0,0.1538461538461538,0.7242880463600159,1,false_positive,long_form_reasoning
nq_0,who sold out jesus for 30 pieces of silver,The person who sold out Jesus for 30 pieces of silver was Judas Iscariot.,['Judas Iscariot'],natural_questions,long_form,no_thinking,0,0.2666666666666667,0.7240047454833984,1,false_positive,long_form_reasoning
nq_221,right to property according to the constitution of india is a,"right to property according to the constitution of india is a **fundamental right** (until 2005), but after the 44th amendment act, 1978, it was **removed from the list of fundamental rights** and is now a **civil right**.",['constitutional right'],natural_questions,long_form,no_thinking,0,0.0588235294117647,0.7238308191299438,1,false_positive,long_form_reasoning
nq_28,when were the first general elections held in independent india,The first general elections in independent India were held in 1951-52.,['1951–52'],natural_questions,long_form,no_thinking,0,0.0,0.7214882373809814,1,false_positive,long_form_reasoning
nq_76,who explored waters of cuba the bahamas and hispaniola,"The waters of Cuba, the Bahamas, and Hispañola (Hispaniola) were explored by Christopher Columbus during his first voyage in 1492. He encountered the islands of San Salvador (Hispaniola), which he believed to be part of Asia, and later explored the waters around Cuba and the Bahamas.",['Christopher Columbus'],natural_questions,long_form,no_thinking,0,0.0930232558139534,0.7211294174194336,1,false_positive,long_form_reasoning
nq_40,where do kidneys for kidney transplant come from,"Kidneys for kidney transplants can come from two main sources: deceased donors (either brain dead or cardiac dead) and living donors. Living donors may be family members, friends, or unrelated individuals who are in good health. The kidneys are typically matched to the recipient based on blood type and tissue compatibility.",['living-donor'],natural_questions,long_form,no_thinking,0,0.0,0.7182033061981201,1,false_positive,long_form_reasoning
nq_12,what does the m number mean on a pint glass,"The ""M"" number on a pint glass refers to the ""Milk"" standard, which is a measure of the volume of a pint glass. It indicates that the glass is designed to hold a standard volume of liquid, typically 20 fluid ounces (about 568 milliliters), which is the standard for a pint in the UK. The ""M"" stands for ""Milk,"" as this standard was originally based on the volume of a pint of milk.","['imperial fluid ounces', 'the manufacturing company or site']",natural_questions,long_form,no_thinking,0,0.064516129032258,0.7161571979522705,1,false_positive,long_form_reasoning
nq_35,what is the 180 degree line of longitude called,The 180-degree line of longitude is called the International Date Line.,"['180th meridian or antimeridian', '180th meridian', 'antimeridian']",natural_questions,long_form,no_thinking,0,0.0,0.7160144448280334,1,false_positive,long_form_reasoning
nq_199,who won the champions league final in 2016,The champions league final in 2016 was won by Real Madrid. They defeated Juventus 4-1 in a dramatic final at the Santiago Bernabéu Stadium.,['Real Madrid'],natural_questions,long_form,no_thinking,0,0.1739130434782608,0.7151220440864563,1,false_positive,long_form_reasoning
nq_210,who issued gold coins for the first time in india,"The first gold coins in India were issued by the Gupta Empire, particularly during the reign of Chandragupta I in the 4th century AD. However, the first known gold coin in India was the ""Rupaka"" minted by the Gupta dynasty. The Gupta Empire is widely recognized as the first to issue gold coins in India.",['Gupta Empire'],natural_questions,long_form,no_thinking,0,0.0833333333333333,0.7144305109977722,1,false_positive,long_form_reasoning
nq_250,what is the job of the whip in congress,The job of the whip in Congress is to ensure that members of a party remain committed to the party's position and to coordinate party strategy and voting decisions. The whip also helps maintain party discipline and assists in gathering information and resources for the party's legislative agenda.,['to ensure party discipline'],natural_questions,long_form,no_thinking,0,0.1739130434782608,0.7124683260917664,1,false_positive,long_form_reasoning
nq_18,what is the largest magnitude earthquake that has occurred in the pacific northwest,"The largest magnitude earthquake that has occurred in the Pacific Northwest is the 1964 Good Friday Earthquake, which had a magnitude of 9.2. It struck off the coast of Alaska but had significant effects on the Pacific Northwest region.",['The 1700 Cascadia earthquake'],natural_questions,long_form,no_thinking,0,0.0555555555555555,0.7088565826416016,1,false_positive,long_form_reasoning
nq_266,who is the cast of the new tomb raider movie,"The cast of the new *Tomb Raider* movie (2013) includes:

- **Lena Headey** as Lara Croft  
- **Samuel L. Jackson** as Professor Henry McCarron  
- **Jack Reynor** as Tom Holland  
- **Elena Anaya** as Dr. Elena Fitzgerald  
- **Toby Kebbell** as Simon Masen  

The film was directed by **Gareth Edwards** and written by **Chris Columbus**.",['Alicia Vikander as Lara Croft'],natural_questions,long_form,no_thinking,0,0.1153846153846153,0.7048488259315491,1,false_positive,long_form_reasoning
nq_55,nodding your head no is an example of,Answer: nonverbal communication.,['a gesture'],natural_questions,long_form,no_thinking,0,0.0,0.7042356729507446,1,false_positive,long_form_reasoning
nq_90,is greenland part of europe or north america,Greenland is part of North America. It is an autonomous territory within the Kingdom of Denmark and is considered part of the North American continent.,['North America'],natural_questions,long_form,no_thinking,0,0.1666666666666666,0.7025179266929626,1,false_positive,long_form_reasoning
nq_252,what is australia's location in the world and region,"Australia is located in the southern hemisphere, in the region of Oceania. It is the sixth largest country in the world by land area and is situated between the Indian Ocean and the Pacific Ocean.",['Oceania'],natural_questions,long_form,no_thinking,0,0.0666666666666666,0.7024998664855957,1,false_positive,long_form_reasoning
nq_7,what type of reaction occurs to form a dipeptide,"The reaction that occurs to form a dipeptide is a **condensation reaction** (also called a **dehydration synthesis reaction**). In this reaction, two amino acids link together by losing a water molecule.",['peptide bond'],natural_questions,long_form,no_thinking,0,0.0,0.701289176940918,1,false_positive,long_form_reasoning
nq_273,how oxygenated blood returns to the heart from the lungs,Oxygenated blood returns to the heart from the lungs via the pulmonary veins. These veins carry the oxygen-rich blood from the lungs to the left atrium of the heart.,['pulmonary circulation'],natural_questions,long_form,no_thinking,0,0.0833333333333333,0.6987131237983704,1,false_positive,long_form_reasoning
nq_261,when did the jurassic park movies come out,"The *Jurassic Park* movies were released in the following order:

1. *Jurassic Park* (1993)  
2. *Jurassic Park II: The Lost World* (1997)  
3. *Jurassic Park III* (2001)  
4. *Jurassic World* (2015)  
5. *Jurassic World: Fallen Kingdom* (2018)  
6. *Jurassic World: Dominion* (2022)  

Note: The original *Jurassic Park* series (1993–2001) and the *Jurassic World* series (2015–2022) are separate franchises.","['Jurassic Park (1993)', '2001', '2015', '2018', '1993', 'Jurassic World (2015)', '1997']",natural_questions,long_form,no_thinking,0,0.1071428571428571,0.6977311372756958,1,false_positive,long_form_reasoning
nq_190,who killed barry allen's mom tv show,"In the TV show *The Flash*, Barry Allen's mother, Nora Allen, was killed by the Reverse-Flash (Eobard Thawny) in the episode ""The Return of the Mole Rats."" However, it is later revealed that the real killer was the Reverse-Flash, who had been lying about the incident.","['the Reverse-Flash', 'Professor Eobard Thawne']",natural_questions,long_form,no_thinking,0,0.0526315789473684,0.6974855065345764,1,false_positive,long_form_reasoning
nq_164,where does the un security council get troops for military actions,"The United Nations Security Council does not directly deploy troops for military actions. Instead, it can authorize the use of force or authorize member states to take military action, often under Chapter VII of the UN Charter. When authorized, member states may contribute troops through multinational coalitions, such as the International Criminal Court or peacekeeping missions. The actual deployment of troops is typically managed by the member states involved, often under the auspices of a UN mission or coalition.","['member states of the UN', 'member states']",natural_questions,long_form,no_thinking,0,0.1066666666666666,0.6840095520019531,1,false_positive,long_form_reasoning
nq_171,what is the area code for phoenix arizona,"The area code for Phoenix, Arizona is 602.","['602', '623', '480']",natural_questions,long_form,no_thinking,0,0.25,0.6810306310653687,1,false_positive,long_form_reasoning
nq_125,for complaints of sudden chest pain patients should take a,"For patients with complaints of sudden chest pain, they should take **aspirin** (if they are not allergic) and **call emergency services immediately** (e.g., 911 in the U.S. or the local emergency number).",['Aspirin'],natural_questions,long_form,no_thinking,0,0.064516129032258,0.68072509765625,1,false_positive,long_form_reasoning
nq_162,what does the air gap do on a dishwasher,"The air gap on a dishwasher helps to prevent backflow of water into the dishwasher by allowing air to enter the system, ensuring proper drainage and preventing contamination from the sink or other sources.",['backflow prevention'],natural_questions,long_form,no_thinking,0,0.064516129032258,0.678630530834198,1,false_positive,long_form_reasoning
nq_196,what was the outcome of the battle of san juan hill,"The outcome of the Battle of San Juan Hill was a victory for the United States Army, led by Colonel Theodore Roosevelt, against the Cuban forces during the Spanish-American War in 1898. The battle was part of the larger Spanish-American War and marked a significant event in the U.S. campaign to gain control of Cuba.",['Cuban-American victory'],natural_questions,long_form,no_thinking,0,0.0425531914893617,0.672274112701416,1,false_positive,long_form_reasoning
nq_137,when did the prr first begin its passenger service between pittsburgh and philadelphia,The Pennsylvania Railroad (PRR) began its passenger service between Pittsburgh and Philadelphia in 1854.,"['by 1854', '1854']",natural_questions,long_form,no_thinking,0,0.1428571428571428,0.6681610345840454,1,false_positive,long_form_reasoning
nq_165,coldplay song i will try to fix you,"The song ""I Will Try to Fix You"" is not a real Coldplay song. However, Coldplay has a song titled ""Fix You,"" which is a cover of the song by the band The Fray. The original ""Fix You"" was written by The Fray and later covered by Coldplay.","['""Fix You""']",natural_questions,long_form,no_thinking,0,0.097560975609756,0.6678908467292786,1,false_positive,long_form_reasoning
nq_169,where is cinque terre italy on a map,"Cinqué Terre is a coastal region in Liguria, Italy, located along the Italian Riviera, approximately 30 kilometers (19 miles) south of Genoa. It is known for its five villages situated along the sea, connected by paths and trails. On a map, it is found in the northwestern part of Italy, near the French border.","['Liguria, Italy']",natural_questions,long_form,no_thinking,0,0.0799999999999999,0.6603781580924988,1,false_positive,long_form_reasoning
nq_281,what type of political system does el salvador have,"El Salvador has a presidential republic system with a multi-party political framework. The country is governed by a constitution that establishes a democratic framework, with a president serving as the head of state and government. The political system includes a bicameral legislature (Congress) and is part of the Latin American region's political landscape.","['a presidential representative democratic republic', '""flawed democracy""', 'presidential representative democratic republic']",natural_questions,long_form,no_thinking,0,0.1276595744680851,0.6597160696983337,1,false_positive,long_form_reasoning
nq_17,what was the united states foreign policy after ww1 started,"After World War I began in 1914, the United States adopted a foreign policy of neutrality, officially declaring neutrality on August 4, 1914. However, as the war progressed, the U.S. became increasingly involved, particularly after the Zimmermann Telegram in 1917, which led to the U.S. entering the war on the side of the Allies in 1917.",['neutrality'],natural_questions,long_form,no_thinking,0,0.0416666666666666,0.6575201749801636,1,false_positive,long_form_reasoning
nq_93,where did the dewey decimal system come from,"The Dewey Decimal System was developed by Melvil Dewey, a librarian and educator, and was first published in 1876. It was designed as a classification system for library collections and is widely used in libraries around the world.",['Melvil Dewey'],natural_questions,long_form,no_thinking,0,0.1111111111111111,0.6574573516845703,1,false_positive,long_form_reasoning
nq_163,who played the elephant man in the film,The elephant man in the film *The Elephant Man* (1980) was played by John Hurt.,['John Hurt'],natural_questions,long_form,no_thinking,0,0.2857142857142857,0.6560361981391907,1,false_positive,long_form_reasoning
nq_295,when was the wheel introduced to north america,"The wheel was introduced to North America around 2600 BCE during the Archaic period. This innovation is evidenced by archaeological findings, such as the Wheelhouse at Poverty Point in Louisiana, which dates back to this time.",['about 1500 BC'],natural_questions,long_form,no_thinking,0,0.0,0.6555690169334412,1,false_positive,long_form_reasoning
nq_11,the region that stretches between the black and caspian seas,"The region that stretches between the Black Sea and the Caspian Sea is known as the **Caspian Sea** and the **Black Sea** region, but more specifically, the area between them is often referred to as the **Caspian Sea** and the **Black Sea** basin. However, if the question is referring to the land area between the two seas, it is part of **Caucasus** and **Transcaucasian** regions, including countries like **Georgia**, **Azerbaijan**, **Armenia**, and parts of **Russia** and **Turkey**. The most commonly referenced region in this context is the **Caucasus region**.","['The Caucasus Mountains', 'Caucasus Mountains']",natural_questions,long_form,no_thinking,0,0.0256410256410256,0.6525877714157104,1,false_positive,long_form_reasoning
nq_56,what type of planet is neptune known as,Neptune is known as a gas giant.,"['giant', 'ice giants']",natural_questions,long_form,no_thinking,0,0.2857142857142857,0.6517011523246765,1,false_positive,long_form_reasoning
nq_236,who has won the cma entertainer of the year the most,"The CMA Entertainer of the Year award has been won by several artists, but the most awarded artist is **Garth Brooks**, who has won the award **five times**.",['Garth Brooks'],natural_questions,long_form,no_thinking,0,0.1538461538461538,0.6504298448562622,1,false_positive,long_form_reasoning
nq_106,where is iodine found in the periodic table,"Iodine is found in Group 17 (the halogens) of the periodic table, in the 53rd period.",['heaviest of the stable halogens'],natural_questions,long_form,no_thinking,0,0.2352941176470588,0.6482637524604797,1,false_positive,long_form_reasoning
nq_194,where did the indian myna bird come from,"The Indian myna bird (Acridotheres tristis) is native to South Asia, including India, Pakistan, Bangladesh, and Sri Lanka. It is a common urban bird in many parts of the region.","['native to Asia', 'Asia']",natural_questions,long_form,no_thinking,0,0.1999999999999999,0.6444814205169678,1,false_positive,long_form_reasoning
nq_38,which site of an enzyme is called allosteric site,"The allosteric site of an enzyme is a specific region on the enzyme that is not the active site but binds to a regulatory molecule, causing a change in the enzyme's shape and affecting its activity.",['regulatory site'],natural_questions,long_form,no_thinking,0,0.1333333333333333,0.6439058780670166,1,false_positive,long_form_reasoning
nq_22,who played the female lead in the 1942 film casablanca,The female lead in the 1942 film *Casablanca* was played by Ingrid Bergman.,"['romantic drama', 'Ingrid Bergman']",natural_questions,long_form,no_thinking,1,0.3076923076923077,0.453743577003479,0,false_negative,long_form_reasoning
