id,question,prediction,ground_truth,dataset,task_type,thinking_mode,is_correct,correctness_score,similarity,poincare_scale
simpleqa_17,"For how many years did John Constable (English landscape painter) work on ""The Opening of Waterloo Bridge""?",18 years,13,simpleqa,short_form,no_thinking,0,0.0,0.9113816,0.05
simpleqa_18,"In 2017, what case was Natasha Merle involved in, where she was a member of the petitioner team?",Merle v. United States,Buck v. Davis,simpleqa,short_form,no_thinking,0,0.0,0.9156781,0.05
simpleqa_19,"What is the middle name of Motaz Azaiza, Palestinian journalist?",Azaiza,Hilal,simpleqa,short_form,no_thinking,0,0.0,0.89758426,0.05
simpleqa_20,What are the three cities where Arvind Kejriwal spent most of his childhood?,"Noida, Delhi, and Nahan.","Sonipat, Ghaziabad, Hisar",simpleqa,short_form,no_thinking,0,0.0,0.9053821,0.05
simpleqa_21,In what year was Rosario Crocetta appointed Councillor for Culture in the City Council of Gela with the Federation of the Greens?,2001,1998,simpleqa,short_form,no_thinking,0,0.0,0.9125511,0.05
simpleqa_22,In which month and year did the UN General Assembly unanimously elect Maurice Strong to be the first head of the UN Environment?,September 1972,December 1972,simpleqa,short_form,no_thinking,0,0.0,0.9374036,0.05
simpleqa_23,In what year did Kristin Otto retire from swimming?,1964,1989,simpleqa,short_form,no_thinking,0,0.0,0.90606403,0.05
simpleqa_24,Name the mission director of the Rohini Satellite 1 (RS-1) satellite launch in 1980.,R. K. S. K. S.,Dr. Kalam,simpleqa,short_form,no_thinking,0,0.0,0.9084427,0.05
simpleqa_25,In which year did Clive Derby-Lewis become town councilor for Bedfordview?,1994,1972,simpleqa,short_form,no_thinking,0,0.0,0.9027086,0.05
simpleqa_26,"What day, month, and year was Louis Armstrong arrested and spent the night at New Orleans Juvenile Court?","January 23, 1947","December 31, 1912",simpleqa,short_form,no_thinking,0,0.0,0.91852134,0.05
simpleqa_27,Name the enzyme that has an enzyme commission number of 3.1.4.2.,Protein kinase C,Glycerophosphocholine phosphodiesterase,simpleqa,short_form,no_thinking,0,0.0,0.9114312,0.05
simpleqa_28,"What is the weight of the Phosphorescent Pole weapon in Demon's Souls (2009) using the in-game units of weight, which are called ""units""?",1000 units,4.0 units,simpleqa,short_form,no_thinking,0,0.0,0.9268059,0.05
simpleqa_29,What year did Shokichi Iyanaga become Dean of the Faculty of Science at Tokyo University?,1953,1965,simpleqa,short_form,no_thinking,0,0.0,0.9202944,0.05
simpleqa_30,What year did Kathryn Shaw step down as the Artistic Director of Studio 58?,2014,2020,simpleqa,short_form,no_thinking,0,0.0,0.92309797,0.05
simpleqa_31,"On what day, month, and year did Taiwanese conductor and violinist Felix Chen die?","April 1, 2016","April 9, 2018",simpleqa,short_form,no_thinking,0,0.0,0.9352858,0.05
simpleqa_32,How many years did Sarah Young serve as a missionary in Japan?,12 years,8,simpleqa,short_form,no_thinking,0,0.0,0.91014004,0.05
simpleqa_33,What is the name of Track 6 on the Mario Kart 64 Greatest Hits Soundtrack released in 1997?,Wii Fit Adventure,Koopa Castle,simpleqa,short_form,no_thinking,0,0.0,0.9043634,0.05
simpleqa_34,What's the title of Section 4.3.2 in the paper 'Generating semantic maps through multidimensional scaling: linguistic applications and theory'?,Linguistic Applications and Theory,MDS and formal paradigms,simpleqa,short_form,no_thinking,0,0.0,0.92069083,0.05
simpleqa_35,"A 2019 genome-wide association study review published by Loukia Vassilopoulou, Michail Matalliotakis, Maria I. Zervou, Charoula Matalliotaki, Konstantinos Krithinakis, Ioannis Matalliotakis, Demetrios A. Spandidos, and George N. Goulielmos enumerated how many genes with mutations associated with endometriosis development?",115 genes,36,simpleqa,short_form,no_thinking,0,0.0,0.9096615,0.05
simpleqa_36,"What are the dimensions in centimeters of the painting ""Moving House"" by Vasnetsov?",110 × 160,53.5 x 67.2 cm,simpleqa,short_form,no_thinking,0,0.0,0.9259352,0.05
simpleqa_37,"According to the last population update in 2010, the rural locality of Taz Russky in the Klyapovskoye Rural Settlement of Russia has a population of what?",13555,175,simpleqa,short_form,no_thinking,0,0.0,0.9125109,0.05
simpleqa_38,What year was Kiyosi Ito appointed to the Cabinet Statistics Bureau?,1929,1939,simpleqa,short_form,no_thinking,0,0.0,0.9223536,0.05
simpleqa_39,"What were the day, month, and year when the European Court of Human Rights ruled in favor of Carola van Kück, a German trans woman whose insurance company denied her reimbursement for sex reassignment surgery as well as hormone replacement therapy?",21 May 2016,12 June 2003,simpleqa,short_form,no_thinking,0,0.0,0.9173024,0.05
simpleqa_40,At what event in 2004 did David Hanson present K-Bot?,TED Conference 2004,American Association for the Advancement of Science (AAAS) conference.,simpleqa,short_form,no_thinking,0,0.0,0.9184399,0.05
simpleqa_41,"As of the 2020 Census, what was the population of Grand Mound, Iowa?","13,663",615,simpleqa,short_form,no_thinking,0,0.0,0.9142116,0.05
simpleqa_42,"According to the 2021 rules of Battle of the Nations, how many rounds does each longsword duel last?",15 minutes,1,simpleqa,short_form,no_thinking,1,1.0,0.9140365,0.05
simpleqa_43,"In which year was Mascarin Peak, the active volcano on Marion Island, renamed for the first time?",1959,2003,simpleqa,short_form,no_thinking,0,0.0,0.9025798,0.05
simpleqa_44,What album did Kinoko Teikoku release in 2014?,"KINOKO TEIKOKU - 2014 ALBUM: ""KINOKO TEIKOKU""",Fake World Wonderland,simpleqa,short_form,no_thinking,0,0.0,0.9008953,0.05
simpleqa_45,Which of the three Olympic fencing weapons was the last one to transition to using electrical equipment?,Sabre.,Sabre,simpleqa,short_form,no_thinking,1,1.0,0.9600546,0.05
simpleqa_46,Which ward in Tokyo was the AT-1 phono cartridge created in?,Shinjuku Ward,Shinjuku,simpleqa,short_form,no_thinking,1,1.0,0.95534265,0.05
simpleqa_47,From which year to which year did the Albanian politician Ibrahim Rugova study at the University of Paris?,1961–1965,From 1976 to 1977,simpleqa,short_form,no_thinking,0,0.0,0.91698945,0.05
simpleqa_48,What are the first and last names of the designer of 50 francs with the Little Prince images?,Paul van der Aa,Roger Pfund,simpleqa,short_form,no_thinking,0,0.0,0.90070206,0.05
simpleqa_49,Who performed the theme song for the 1989 Leeds International Film Festival opener *Shirley Valentine*?,Brenda Blethen,Patti Austin,simpleqa,short_form,no_thinking,0,0.0,0.8995093,0.05
simpleqa_50,Which school did Lyndon B. Johnson briefly teach in Pearsall?,Texas A&M University,Pearsall High School,simpleqa,short_form,no_thinking,0,0.0,0.8981308,0.05
simpleqa_51,What was the Minute Man sculpture by Daniel Chester French originally intended to be made out of?,Marble,Stone,simpleqa,short_form,no_thinking,0,0.0,0.92917204,0.05
simpleqa_52,On what date did President Kagame receive an honorary degree in Ethiopia?,"April 20, 2016","JULY 2, 2016",simpleqa,short_form,no_thinking,0,0.0,0.92089885,0.05
simpleqa_53,Who did the International Photography Awards of 2020 give the Nature Photographer of the Year Award to?,David Yarrow,Ari Rex,simpleqa,short_form,no_thinking,0,0.0,0.89363045,0.05
simpleqa_54,"What is the KEGG of Allopurinol, a medication used to decrease high blood uric acid levels?",Allopurinol is a xanthine oxidase inhibitor.,D00224,simpleqa,short_form,no_thinking,0,0.0,0.90186584,0.05
simpleqa_55,"According to the 2010 United States Census, what was the total reported Asian population of Downey, California, in 2010?","15,663","7,804",simpleqa,short_form,no_thinking,0,0.0,0.9204137,0.05
simpleqa_56,"What were the day, month, and year when Britannica released a Google Chrome extension, ""Britannica Insights,"" which shows snippets of information from Britannica Online whenever the user performs a Google search, in a box to the right of Google's results?","April 20, 2016",7 June 2018,simpleqa,short_form,no_thinking,0,0.0,0.9143312,0.05
simpleqa_57,Who was the 2018 ACM Eugene L. Lawler Award recipient?,Sergei V. Penev,Meenakshi Balakrishnan,simpleqa,short_form,no_thinking,0,0.0,0.89859015,0.05
simpleqa_58,In which year was Jamini Roy (an Indian painter) awarded the Padma Bhushan by the Government of India?,1964,1954,simpleqa,short_form,no_thinking,0,0.0,0.9059601,0.05
simpleqa_59,What were the names of the two presenters of the 16th edition of the Miss World pageant?,Lara Van Deyen and Sarah Jane Smith,"Peter West, Michael Aspel",simpleqa,short_form,no_thinking,0,0.0,0.9018954,0.05
simpleqa_60,In which year was Monir Shahroudy Farmanfarmaian (an Iranian artist) awarded the Venice Biennale?,1987,1958,simpleqa,short_form,no_thinking,0,0.0,0.9142923,0.05
simpleqa_61,"What day, month, and year did Lothair I, King of Italy, become King of Middle Francia?",15 April 855,10 August 843,simpleqa,short_form,no_thinking,0,0.0,0.9280866,0.05
simpleqa_62,"What type of eclipse occurred on August 28, 1802, at 51.3°N, 105.7°E?",Total lunar eclipse.,Annular solar eclipse,simpleqa,short_form,no_thinking,0,0.0,0.9263731,0.05
simpleqa_63,What advanced reservoir simulation technology did Aramco unveil in 2010?,Eclipse Plus,GigaPOWERS,simpleqa,short_form,no_thinking,0,0.0,0.90332794,0.05
simpleqa_64,"What month and year was Corrado Gabriele, an Italian politician, born?",April 1943,November 1966,simpleqa,short_form,no_thinking,0,0.0,0.9059998,0.05
simpleqa_65,What fellowship was Zanele Muholi awarded in 2012?,Suffrage Fellowship,Civitella Ranieri Fellowship,simpleqa,short_form,no_thinking,0,0.0,0.91746897,0.05
simpleqa_66,"Who won the International Photography Awards' ""International Photographer of the Year"" award in 2003?",Steve McCurry,Chris Frazer Smith,simpleqa,short_form,no_thinking,0,0.0,0.9082068,0.05
simpleqa_67,In what year did Haile Gebrselassie go undefeated in all of his road races?,2005,2005,simpleqa,short_form,no_thinking,1,1.0,0.9999999,0.05
simpleqa_68,How long in meters was the glacial waterfall in the Arctic Circle that Aniol Serrasolses kayaked down for the first time as the biggest ever drop recorded?,120 meters,20m-high,simpleqa,short_form,no_thinking,0,0.0,0.9180613,0.05
simpleqa_69,What was the name of the perpetrator who slashed Park Geun-hye's face?,Yoo Soo-jeong,Ji Chung-ho,simpleqa,short_form,no_thinking,0,0.0,0.9066134,0.05
simpleqa_70,What's the official motto of the Austrian Decoration for Science and Art?,Wissenschaft und Kunst,Litteris et Artibus,simpleqa,short_form,no_thinking,0,0.0,0.91777194,0.05
simpleqa_71,What was the first band Robbie Robertson joined that formed in '56?,The Band,Little Caesar and the Consuls,simpleqa,short_form,no_thinking,0,0.0,0.9003179,0.05
simpleqa_72,What is the surname of the individual who was awarded the Geoffrey Barker Medal in 2020?,Barker,MacPherson,simpleqa,short_form,no_thinking,0,0.0,0.89761317,0.05
simpleqa_73,"In the late 1950s, Lygia Pape created a new type of performance named what?",Tiradentes,Ballet Neoconcreto,simpleqa,short_form,no_thinking,0,0.0,0.9006404,0.05
simpleqa_74,What is the first and last name of the sculptor who created the statue of Christopher Codrington at All Souls College?,Christopher Woodville,Sir Henry Cheere,simpleqa,short_form,no_thinking,0,0.0,0.89659697,0.05
simpleqa_75,In what month and year did Diana Vreeland resign from Harper's Bazaar?,April 1992,"March, 1962.",simpleqa,short_form,no_thinking,0,0.0,0.91518724,0.05
simpleqa_76,What is the poison resistance value on the Brushwood Helmet from Demon's Souls (2009)?,100%,6,simpleqa,short_form,no_thinking,0,0.0,0.906208,0.05
simpleqa_77,"What day, month, and year was Osvaldo Fattoruso, the Uruguayan musician, born?",21 de noviembre de 1943,12 May 1948,simpleqa,short_form,no_thinking,0,0.0,0.91016537,0.05
simpleqa_78,"The book ""Rhine"" by Anselm Kiefer is from what year?",1996,1981.,simpleqa,short_form,no_thinking,0,0.0,0.914069,0.05
simpleqa_79,What is the weight of the Sputnik 6 spacecraft in kilograms?,175 kilograms,"4,563",simpleqa,short_form,no_thinking,0,0.0,0.90010834,0.05
simpleqa_80,"Who wrote ""The Nightmarket"" episode of Season 4 in ""What We Do in the Shadows""?",Joss Whedon,William Meny and Paul Simms,simpleqa,short_form,no_thinking,0,0.0,0.89416087,0.05
simpleqa_81,What player from Aston Villa had the most yellow cards in the 2021-22 Premier League season?,James Maddison,Tyrone Mings,simpleqa,short_form,no_thinking,0,0.0,0.89733857,0.05
simpleqa_82,What is the name F.R.I.D.A. an acronym for in Critical Role Campaign 3?,Artificially Reactive Intelligent Digital Assistant,Far Ranging Integrated Defense Aeormaton,simpleqa,short_form,no_thinking,0,0.0,0.91225773,0.05
simpleqa_83,What is the resolution of the Cat B15 Q in pixels?,1600 x 1200,480 x 800,simpleqa,short_form,no_thinking,0,0.0,0.9418386,0.05
simpleqa_84,Who was the first female Deputy Speaker of the National Assembly of Pakistan?,Amina Jatoi,Ashraf Abbasi,simpleqa,short_form,no_thinking,0,0.0,0.9007021,0.05
simpleqa_85,What is the name of track 3 on the Mario Kart 64 Greatest Hits soundtrack released in 1997?,"""Retro Row""",Moo Moo Farm,simpleqa,short_form,no_thinking,0,0.0,0.89799803,0.05
simpleqa_86,Who was the goalkeeper with the most clean sheets in the 2019-2020 Primeira Liga?,Fernando Santos,Agustín Marchesín,simpleqa,short_form,no_thinking,0,0.0,0.8914457,0.05
simpleqa_87,"Which day, month, and year was the second episode of Season 2 of What We Do in the Shadows originally aired?",21 October 2016,"April 15, 2020",simpleqa,short_form,no_thinking,0,0.0,0.9137516,0.05
simpleqa_88,"Who sketched the ""Taddei Tondo"" soon after it arrived in England and wrote this to Sir George Beaumont: ""Your important acquisition of the basso-relievo of Michael Angelo is still the chief talk of all our artists""?",Raffaello Sanzio,David Wilkie,simpleqa,short_form,no_thinking,0,0.0,0.89821446,0.05
simpleqa_89,"On the Japanese special edition CD of Selena Gomez's album ""Rare,"" what is the name of track 16?","""Rarities""","""She""",simpleqa,short_form,no_thinking,0,0.0,0.90842235,0.05
simpleqa_90,"According to the last population update in 2010, what is the population of the rural locality of Yepishata in the Klyapovskoye Rural Settlement of Russia?",10555,33,simpleqa,short_form,no_thinking,0,0.0,0.91238004,0.05
simpleqa_91,"In February 2017, what board did Governor Larry Hogan nominate Wes Moore to serve on?",State Board of Elections,University System of Maryland Board of Regents.,simpleqa,short_form,no_thinking,0,0.0,0.9149216,0.05
simpleqa_92,"What castle overlooked Carmel Glen and its burn and was situated in Knockentiber, East Ayrshire?",Easter Island,Busbie Castle,simpleqa,short_form,no_thinking,0,0.0,0.8926108,0.05
simpleqa_93,Who was the commencement speaker at Harvard in 2018?,Maya Angelou,John Lewis,simpleqa,short_form,no_thinking,0,0.0,0.8994418,0.05
simpleqa_94,"What day, month, and year did the head of the Turkish Red Crescent, who was accused of selling tents to earthquake survivors, resign?","May 13, 2023",12 May 2023,simpleqa,short_form,no_thinking,0,0.0,0.9580371,0.05
simpleqa_95,What two materials are needed to craft the Partisan weapon with Johannes in the original version of the game Bloodstained: Ritual of the Night?,Iron and bone.,1 Oak and 1 Steel,simpleqa,short_form,no_thinking,0,0.0,0.9244093,0.05
simpleqa_96,Which musician became Louis Armstrong's first teacher and chose him as the bandleader?,Benny Goodman,Peter Davis.,simpleqa,short_form,no_thinking,0,0.0,0.8964167,0.05
simpleqa_97,"What is the developmental code name for danavorexton, a selective orexin 2 receptor agonist?",Danavorexton - Developmental Code Name: D-1001.,TAK-925,simpleqa,short_form,no_thinking,0,0.0,0.9085836,0.05
simpleqa_98,"On 30 November 1657, who proclaimed himself emperor at Ahmedabad?",Dara Shikoh,Mirza Muhammad Murad Bakhsh,simpleqa,short_form,no_thinking,0,0.0,0.8963186,0.05
simpleqa_99,In what year was the praying mantis species Eremiaphila aristidis described by Lucas?,1933,1880,simpleqa,short_form,no_thinking,0,0.0,0.9123719,0.05
simpleqa_100,"In which month and year was the first public exhibition of Pablo Picasso’s ""Les Demoiselles d'Avignon""?","1907, May",July 1916,simpleqa,short_form,no_thinking,0,0.0,0.9144467,0.05
simpleqa_101,What is the length in meters of Abdullah Bridge in Srinagar?,150 meters,390 metres,simpleqa,short_form,no_thinking,0,0.0,0.93426585,0.05
simpleqa_102,"As of 2011, what was the male population of Chitwan District?","155,555","279,087",simpleqa,short_form,no_thinking,0,0.0,0.91296566,0.05
simpleqa_103,What is the distance (in km) between the city of Udhampur and the Krimchi Temples in Jammu?,150 km,12,simpleqa,short_form,no_thinking,0,0.0,0.90749764,0.05
simpleqa_104,Who was the first fashion designer to stream a runway show online?,Thom Browne,Helmut Lang,simpleqa,short_form,no_thinking,0,0.0,0.8943713,0.05
simpleqa_105,Which award did Reza Aslan receive in 2014?,Society of Professional Journalists Award,The Intersections International Award,simpleqa,short_form,no_thinking,0,0.0,0.9124764,0.05
simpleqa_106,What was the name of Andrew Dickson White's cousin who became an artist of the Luminism style and Hudson River School?,William Henry Powell,Edwin White,simpleqa,short_form,no_thinking,0,0.0,0.8949895,0.05
simpleqa_107,"On which date, month, and year was the municipality of Miraflores, Boyacá, Colombia, founded?",15 de abril de 1876,29  December 1777,simpleqa,short_form,no_thinking,0,0.0,0.9050005,0.05
simpleqa_108,"What is the name of the city and state where Václav Hlavatý, a Czech-American mathematician, died?","Cleveland, Ohio","Bloomington, Indiana",simpleqa,short_form,no_thinking,0,0.0,0.9022508,0.05
simpleqa_109,Who did Richard Neutra design the Elkay Apartments for?,The Elkay Apartments were designed for the Elkay Company.,Louis Kievman,simpleqa,short_form,no_thinking,0,0.0,0.89278615,0.05
simpleqa_110,In which year was the John Brophy Award first awarded?,1966,1989,simpleqa,short_form,no_thinking,0,0.0,0.9098172,0.05
simpleqa_111,"In what month and year was Anna Yuryevna Netrebko named ""People's Artist of Russia""?",February 2012,February 2008,simpleqa,short_form,no_thinking,0,0.0,0.94714093,0.05
simpleqa_112,Who inaugurated the Khyber Hotel in Gulmarg?,Mirza Afzal Khan,Omar Abdullah,simpleqa,short_form,no_thinking,0,0.0,0.89001936,0.05
simpleqa_113,What was the first name of the Irish-born computer programmer Kathleen Rita McNulty Mauchly Antonelli's father?,John,James,simpleqa,short_form,no_thinking,0,0.0,0.9125491,0.05
simpleqa_114,The Wandanlage stereo system was originally released in which year?,1963,1965,simpleqa,short_form,no_thinking,0,0.0,0.9176346,0.05
simpleqa_115,"At what age did Dick Drago, the American relief pitcher, die?",52,78,simpleqa,short_form,no_thinking,0,0.0,0.92049885,0.05
simpleqa_116,What were the month and year when Telegram announced that the app had 60 million active users and delivered 12 billion daily messages?,February 2017,September 2015.,simpleqa,short_form,no_thinking,0,0.0,0.90511644,0.05
simpleqa_117,Which architect built the Palace of Justice of the Argentine Nation?,René de Paredes,Norbert Maillart.,simpleqa,short_form,no_thinking,0,0.0,0.90353084,0.05
simpleqa_118,Sir Isaac Julien's installation piece 'Radioactive' is from what year?,1995,2004,simpleqa,short_form,no_thinking,0,0.0,0.9069107,0.05
simpleqa_119,In what year was the Sing Sing Correctional Facility accredited for the first time?,1954,1989,simpleqa,short_form,no_thinking,0,0.0,0.8979901,0.05
simpleqa_120,"On what day, month, and year was Ian Charleson Hedge, a Scottish botanist at the Royal Botanic Gardens in Edinburgh who spent seven months collecting specimens in Turkey in 1957 with Peter Davis, born?",15 April 1910,18 August 1928,simpleqa,short_form,no_thinking,0,0.0,0.91408384,0.05
simpleqa_121,What was the 2018 Word of the Year according to the American Dialect Society?,Breathe.,tender-age shelter,simpleqa,short_form,no_thinking,0,0.0,0.9043208,0.05
simpleqa_122,"What year was the municipality of Ciénega, Boyacá, Colombia, founded?",1876,1818,simpleqa,short_form,no_thinking,0,0.0,0.9184346,0.05
simpleqa_123,"In which year was Edward A. ""Ted"" Irving awarded the Wollaston Medal by the Geological Society of London?",1966,2005,simpleqa,short_form,no_thinking,0,0.0,0.9128306,0.05
simpleqa_124,Which scientist was the recipient of the Roebling Medal in 1968?,John A. Macdonald,Tei-ichi Ito,simpleqa,short_form,no_thinking,0,0.0,0.8955672,0.05
simpleqa_125,"What doctrine did Ketanji Brown Jackson use to uphold her decision that ""the suits should be brought in Malaysia, not the U.S.""?",International Extraterritoriality Doctrine,forum non conveniens,simpleqa,short_form,no_thinking,0,0.0,0.90535945,0.05
simpleqa_126,"Who was the Minister of War as part of Brisson's 1st Ministry, 6 April 1885 – 7 January 1886?",Lord William Cavendish-Bentinck,Jean-Baptiste Campenon,simpleqa,short_form,no_thinking,0,0.0,0.8920972,0.05
simpleqa_127,In what year did Norman Rockwell donate his painting “The Dover Coach” to the Society of Illustrators?,1964,1939,simpleqa,short_form,no_thinking,0,0.0,0.9123885,0.05
simpleqa_128,"Provide the day, month, and year Foxtel and Microsoft announced a new way of receiving Foxtel through Xbox 360's online service Xbox LIVE.",21 April 2007,"20 May, 2010",simpleqa,short_form,no_thinking,0,0.0,0.92164725,0.05
simpleqa_129,"In which year did Julian Bradley, the first Black Republican to serve in the Wisconsin Senate and only the second Black Republican to serve in the Wisconsin Legislature, first move to La Crosse, Wisconsin, with his mother?",1958,1992,simpleqa,short_form,no_thinking,0,0.0,0.9032743,0.05
simpleqa_130,"In what year was Sher Afgan Niazi, a Pakistani politician, diagnosed with liver cancer?",2010,2012,simpleqa,short_form,no_thinking,0,0.0,0.9265999,0.05
simpleqa_131,During what year did Julie Mehretu first marry Jessica Rankin?,2006,2008,simpleqa,short_form,no_thinking,0,0.0,0.9270282,0.05
simpleqa_132,"What is the surname of the individual who won the Faraday Lectureship Prize, previously known as the Faraday Lectureship, in 1970?",Hodges,Herzberg,simpleqa,short_form,no_thinking,0,0.0,0.8979511,0.05
simpleqa_133,"What is the first and last name of the host who interviewed military pilot Eugene Bullard on NBC’s ""Today Show""?",Bob Keough,Dave Garroway,simpleqa,short_form,no_thinking,0,0.0,0.9040154,0.05
simpleqa_134,"In Episode 7, Season 2 of the American version of ""The Circle,"" who leaves the players a message on how to play the game Glammequins?",Morgan.,Jonathan Van Ness,simpleqa,short_form,no_thinking,0,0.0,0.9019564,0.05
simpleqa_135,What year was Jerry Lee Lewis's 13th album released on Mercury Records?,1964,1970,simpleqa,short_form,no_thinking,0,0.0,0.9149927,0.05
simpleqa_136,As of which year did osteoarthritis globally cause moderate to severe disability in 43.4 million people?,2010,2004,simpleqa,short_form,no_thinking,0,0.0,0.91892296,0.05
simpleqa_137,In what year did Willis H. Flygare win the Irving Langmuir Award?,1996,1981,simpleqa,short_form,no_thinking,0,0.0,0.91337687,0.05
simpleqa_138,Who received the IEEE Frank Rosenblatt Award in 2019?,Yoshua Bengio,Erkki Oja,simpleqa,short_form,no_thinking,0,0.0,0.903696,0.05
simpleqa_139,"What year was the municipality of Sora, Boyacá, Colombia, founded?",1607,1556,simpleqa,short_form,no_thinking,0,0.0,0.91197413,0.05
simpleqa_140,"How many children did Robert Moog and his first wife, Shirley May Leigh, have?",Two,4,simpleqa,short_form,no_thinking,0,0.0,0.9096685,0.05
simpleqa_141,"Who played Sarah Robinson in ""Felicity"" Season 4, Episode 4?",Maura Tierney,Monica,simpleqa,short_form,no_thinking,0,0.0,0.8975526,0.05
simpleqa_142,What is the complete name of the oldest Hindu temple in the Umerkot District?,Sidi Saiyed Mosque,Umarkot Shiv Mandir,simpleqa,short_form,no_thinking,0,0.0,0.90772146,0.05
simpleqa_143,In what year was the mechanical engineer Lloyd Hamilton Donnell awarded the American Society of Mechanical Engineers Medal?,1985,1969,simpleqa,short_form,no_thinking,0,0.0,0.91158307,0.05
simpleqa_144,"Until which day, month, and year was Jules Ferry in office as the Prime Minister of France for the second time?",25 May 1881,30 March 1885,simpleqa,short_form,no_thinking,0,0.0,0.9239802,0.05
simpleqa_145,"What were the month and year when Google's software engineer Gary Kačmarčík wrote that ChromeOS would access remote applications through a technology unofficially called ""Chromoting""?",April 2010,June 2010,simpleqa,short_form,no_thinking,0,0.0,0.9315613,0.05
simpleqa_146,"What is the judicial title of the person who was appointed as Chairman of the Scottish Law Commission on January 1, 2014, for a period of five years until December 31, 2018?",Lord Advocate,Lord Pentland,simpleqa,short_form,no_thinking,0,0.0,0.91743803,0.05
simpleqa_147,In what year was Scottish mathematician Walter Douglas Munn appointed Thomas Muir Professor of Mathematics?,1963,1973,simpleqa,short_form,no_thinking,0,0.0,0.9259693,0.05
simpleqa_148,What was the Christian denomination to which Frank Lloyd Wright's father originally belonged?,Baptists,Baptist,simpleqa,short_form,no_thinking,1,1.0,0.968006,0.05
simpleqa_149,What was the occupation of the runner-up from Season 2 of The Bachelor?,Cory Monteith,college student,simpleqa,short_form,no_thinking,0,0.0,0.8968196,0.05
simpleqa_150,What was the name of the pre-2000s band with which the author of *Batman R.I.P.* toured and recorded?,The answer is **The Dandy Warhols**.,The Mixers,simpleqa,short_form,no_thinking,0,0.0,0.90837824,0.05
simpleqa_151,Between which two latitudes does Ghana lie?,Between 5°N and 12°N.,4° and 12°N,simpleqa,short_form,no_thinking,0,0.0,0.95092416,0.05
