id,question,prediction,ground_truth,dataset,task_type,thinking_mode,is_correct,correctness_score,similarity
sciq_21,Each species has a particular way of making a living which is called its what?,Niche.,niche,sciq,short_form,no_thinking,1,1.0,0.9569894671440125
sciq_22,What provides clear evidence of evolution?,Fossil record.,fossils,sciq,short_form,no_thinking,0,0.0,0.7636075615882874
sciq_23,"Club mosses, horsetails, ferns, and whisk ferns are examples of what type of plants?",Vascular plants.,seedless vascular plants,sciq,short_form,no_thinking,0,0.0,0.7395907640457153
sciq_24,What is the cause of common mold allergies?,Mold spores.,airborne mold spores,sciq,short_form,no_thinking,0,0.0,0.8361675143241882
sciq_25,"In many places, small hills rise above the ocean floor. these hills are undersea volcanoes, called what?",Seamounts,seamounts,sciq,short_form,no_thinking,1,1.0,1.0000001192092896
sciq_26,By exploding what the space probes get separated from their launchers?,Rocket stages.,bolts,sciq,short_form,no_thinking,0,0.0,0.2130054533481598
sciq_27,About what percentage of the earth's water is fresh water?,3%,three percent,sciq,short_form,no_thinking,0,0.0,0.8990158438682556
sciq_28,"In the u. s. , the majority of electricity is produced by burning coal or what else?",natural gas,fossil fuels,sciq,short_form,no_thinking,0,0.0,0.533332347869873
sciq_29,"No charge is actually created or destroyed when charges are separated as we have been discussing. rather, existing charges are moved about. in fact, in all situations the total amount of charge is always this?",Conserved.,constant,sciq,short_form,no_thinking,0,0.0,0.3521222472190857
sciq_30,What group of animals has adapted to live in both water and on land?,Amphibians.,amphibians,sciq,short_form,no_thinking,1,1.0,0.9696062207221985
sciq_31,"When present in large volumes, what color hue can water emit?",Blue.,blue,sciq,short_form,no_thinking,1,1.0,0.9266413450241089
sciq_32,What is the space between a neuron and the next cell?,Synapse.,the synapse,sciq,short_form,no_thinking,1,1.0,0.9244949221611023
sciq_33,What is the study of how forces affect the motion of objects?,Mechanics.,dynamics,sciq,short_form,no_thinking,0,0.0,0.4842192530632019
sciq_34,What is a large molecule with many repeating units?,Polymer.,polymer,sciq,short_form,no_thinking,1,1.0,0.9605202078819275
sciq_35,"Vertebrate animals have two major body cavities, the dorsal and what is the other?",Ventral.,spinal cavity,sciq,short_form,no_thinking,0,0.0,0.5088218450546265
sciq_36,Gymnamoebas constitute a large and varied group of what?,Protozoa,amoebozoans,sciq,short_form,no_thinking,0,0.0,0.5749944448471069
sciq_37,Reptiles are described by what term that means their internal temperature depends on the temperature of their environment?,Ectothermic.,ectothermic,sciq,short_form,no_thinking,1,1.0,0.9757696390151978
sciq_38,A bee will sometimes do a dance to tell other bees in the hive where to find what?,Food sources,food,sciq,short_form,no_thinking,1,1.0,0.672549307346344
sciq_39,Salts that are neither acidic nor basic do not affect what property of the solution when dissolved in water?,Neutral salts.,ph,sciq,short_form,no_thinking,0,0.0,0.4148614704608917
sciq_40,Ibuprofen and albuterol are examples of drugs whose _________ have different effects.,Mechanisms of action.,enantiomers,sciq,short_form,no_thinking,0,0.0,0.24518144130706787
sciq_41,The chemical and/or physical agents that cause mutations are called what?,Mutagens.,mutagens,sciq,short_form,no_thinking,1,1.0,0.9763630032539368
sciq_42,"Unlike matter, which is continuously recycled through ecosystems, what must constantly be added to an ecosystem for use by organisms?",Energy,energy,sciq,short_form,no_thinking,1,1.0,0.9999998807907104
sciq_43,When water is aerated it can provide a plant's roots with what gas for cellular respiration?,Oxygen,oxygen,sciq,short_form,no_thinking,1,1.0,1.000000238418579
sciq_44,What is a vector quantity with the same direction as the force called?,Impulse,impulse,sciq,short_form,no_thinking,1,1.0,0.9999998807907104
sciq_45,What are plant structures that contain male and/or female reproductive organs?,Flowers.,flowers,sciq,short_form,no_thinking,1,1.0,0.9526126980781555
sciq_46,Organs involved in digestion that do not have food pass through them are called?,Accessory organs.,accessory organs,sciq,short_form,no_thinking,1,1.0,0.9812076687812805
sciq_47,What artery takes blood to the brain?,Internal Carotid Artery,carotid,sciq,short_form,no_thinking,1,1.0,0.6774938106536865
sciq_48,What do ecologists study at every level?,Ecosystems.,ecosystems,sciq,short_form,no_thinking,1,1.0,0.9493085145950317
sciq_49,What is the term for when an embryo fixes itself to the side of the uterus?,Implantation.,implantation,sciq,short_form,no_thinking,1,1.0,0.923964262008667
sciq_50,Cells that have a nucleus and other organelles which are membrane-bound are generally called what kinds of cells?,Eukaryotic cells.,eukaryotic,sciq,short_form,no_thinking,1,1.0,0.850104570388794
sciq_51,"While ecosystems need a constant input of energy for their organisms, what do ecosystems recycle?",Nutrients.,matter,sciq,short_form,no_thinking,0,0.0,0.38261181116104126
sciq_52,What are the two most common silicates?,Feldspar and quartz.,feldspar and quartz,sciq,short_form,no_thinking,1,1.0,0.9697277545928955
sciq_53,What unit do astronomers use to describe distances in space?,Light-year,light years,sciq,short_form,no_thinking,0,0.0,0.8983060717582703
sciq_54,What type of telescopes collect and focus radio waves from distant objects?,Radio telescopes.,radio telescopes,sciq,short_form,no_thinking,1,1.0,0.947546660900116
sciq_55,"What nervous system is divided into two parts, the sensory division and the motor division?",Autonomic nervous system.,peripheral,sciq,short_form,no_thinking,0,0.0,0.33846110105514526
sciq_56,Algae produce food using what process?,Photosynthesis.,photosynthesis,sciq,short_form,no_thinking,1,1.0,0.9353147149085999
sciq_57,What indicates the speed at which a reaction proceeds?,Reaction rate.,the reaction rate,sciq,short_form,no_thinking,1,1.0,0.947899580001831
sciq_58,"Competition that occurs between members of the same species, which improves the species’ adaptations, is called what?",Intraspecific competition.,intraspecific competition,sciq,short_form,no_thinking,1,1.0,0.9792584776878357
sciq_59,Who wrote the book on the origin of species?,Charles Darwin,darwin,sciq,short_form,no_thinking,1,1.0,0.9150835871696472
sciq_60,"The tissue that will become the scrotum in a male becomes the labia in a female, thus, they are regarded as having what relationship?",Homologous tissues.,homologous,sciq,short_form,no_thinking,1,1.0,0.6525630950927734
sciq_61,What does a continuous string of earthquakes indicate about a volcano?,Volcano is about to erupt.,eruption is close,sciq,short_form,no_thinking,0,0.0,0.6345255374908447
sciq_62,The basic voltaic cell variations are the dry cell and the what?,Wet cell,lead storage battery,sciq,short_form,no_thinking,0,0.0,0.1168428286910057
sciq_63,"What process is used for cell growth, repair of cuts and replacement of worn out cells?",Mitosis,cell division,sciq,short_form,no_thinking,0,0.0,0.46171486377716064
sciq_64,What is produced by the end of meiosis?,Haploid cells.,four haploid cells,sciq,short_form,no_thinking,0,0.0,0.8600925803184509
sciq_65,Earth's axis is an imaginary line passing through which poles?,North and South Poles,north and south,sciq,short_form,no_thinking,1,1.0,0.6436938047409058
sciq_66,An increase in the number of gas molecules in the same volume container causes what to increase?,Pressure.,pressure,sciq,short_form,no_thinking,1,1.0,0.92442786693573
sciq_67,The bird ancestor that lived in trees developed what feature commonly associated with birds?,Feathers.,wings,sciq,short_form,no_thinking,0,0.0,0.4443434178829193
sciq_68,"Chitin, also found in the exoskeleton of insects, gives structural strength to the cell walls of fungi. the cell wall protects the cell from what?",osmotic pressure,desiccation and predators,sciq,short_form,no_thinking,0,0.0,0.1949184387922287
sciq_69,What term in biotechnology means a genetically exact copy of an organism?,Clone,clone,sciq,short_form,no_thinking,1,1.0,1.0
sciq_70,"The products of what process are needed for cellular respiration, and vice versa?",Photosynthesis and cellular respiration.,photosynthesis,sciq,short_form,no_thinking,1,1.0,0.7722604274749756
sciq_71,What is the term for a series of biochemical reactions by which an organism converts a given reactant to a specific end product?,Metabolic pathway,metabolic pathway,sciq,short_form,no_thinking,1,1.0,1.000000238418579
sciq_72,The type of bond that forms between molecules is called what?,Van der Waals bond,hydrogen bond,sciq,short_form,no_thinking,0,0.0,0.5403238534927368
sciq_73,"What system of the body is responsible for transmitting, processing, and responding to most of the sensory information that is created by various stimuli?",Nervous system.,nervous system,sciq,short_form,no_thinking,1,1.0,0.8899141550064087
sciq_74,Channel proteins form what in the membrane?,Transporter proteins.,pores,sciq,short_form,no_thinking,0,0.0,0.26307550072669983
sciq_75,What is the term for the ability of a fluid to exert an upward force on any object placed in it?,Buoyancy.,buoyancy,sciq,short_form,no_thinking,1,1.0,0.9758073091506958
sciq_76,Corrosion is usually defined as the degradation of metals due to what?,Chemical reactions.,electrochemical process,sciq,short_form,no_thinking,0,0.0,0.46557557582855225
sciq_77,What is the science of classifying living things called?,Biology,taxonomy,sciq,short_form,no_thinking,0,0.0,0.3467023968696594
sciq_78,The lens and other parts of the eye work together to focus a real image on what eye structure?,Retina.,retina,sciq,short_form,no_thinking,1,1.0,0.962795078754425
sciq_79,"Oxygen, carbon dioxide, atp, and nadph are reactants in what process that plants use to produce food?",Photosynthesis,photosynthesis,sciq,short_form,no_thinking,1,1.0,0.9999998807907104
sciq_80,What is the watery fluid that bathes tissues and organs and contains protective white blood cells but does not contain erythrocytes?,Lymph.,lymph,sciq,short_form,no_thinking,1,1.0,0.9624612927436829
sciq_81,What is a rock that contains important minerals called?,Ore.,ore,sciq,short_form,no_thinking,1,1.0,0.9308228492736816
sciq_82,"In physics, when one subtracts the frictional force from the applied force what is the result?",Normal force.,net force,sciq,short_form,no_thinking,0,0.0,0.5425392389297485
sciq_83,"The three units of kpa, atm or mmhg commonly measure what?",Pressure.,pressure,sciq,short_form,no_thinking,1,1.0,0.92442786693573
sciq_84,"Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. because magnesium (e° = −2.37 v) is much more easily oxidized than iron (e° = −0.45 v), the mg rod acts as the anode in a what?",sacrificial anode,galvanic cell,sciq,short_form,no_thinking,0,0.0,0.3152962923049927
sciq_85,Solutions of nonelectrolytes such as ethanol do not contain dissolved ions and cannot conduct what?,Electric current.,electricity,sciq,short_form,no_thinking,0,0.0,0.7805145382881165
sciq_86,What is the electron domain geometry of ammonia?,Trigonal pyramidal,tetrahedral,sciq,short_form,no_thinking,0,0.0,0.612807035446167
sciq_87,What are formed when cells from the male and female parts of the plant combine?,Seeds,seeds,sciq,short_form,no_thinking,1,1.0,1.0
sciq_88,What process done by bacteria makes them important producers in aquatic ecosystems?,Nitrogen fixation.,photosynthesis,sciq,short_form,no_thinking,0,0.0,0.3548820912837982
sciq_89,Where is energy stored in a chemical substance?,Bond energy.,between atoms,sciq,short_form,no_thinking,0,0.0,0.4018113315105438
sciq_90,What do we call a carbohydrate formed by two monosaccharides bonding together?,Disaccharide.,disaccharide,sciq,short_form,no_thinking,1,1.0,0.9712899923324585
sciq_91,What type of eclipse happens when a full moon moves through earth's shadow?,Total lunar eclipse.,lunar,sciq,short_form,no_thinking,1,1.0,0.7469677925109863
sciq_92,What is it called when ice changes to liquid water?,Melting.,melting,sciq,short_form,no_thinking,1,1.0,0.9396499991416931
sciq_93,What term describes the process of vesicles fusing with the plasma membrane and releasing their contents to the outside of the cell?,Exocytosis,exocytosis,sciq,short_form,no_thinking,1,1.0,0.9999998807907104
sciq_94,"What system enters the brain stem and influences activity in the cerebellum, spinal cord, and cerebral cortex?",Hypothalamus,vestibular system,sciq,short_form,no_thinking,0,0.0,0.30949896574020386
sciq_95,"The invention of the wheel is an example of what, which has the goal of solving human problems?",Technological innovation.,technology,sciq,short_form,no_thinking,0,0.0,0.7229442000389099
sciq_96,"While elements are represented by chemical symbols, chemical formulas represent what?",Compounds.,compounds,sciq,short_form,no_thinking,1,1.0,0.94533371925354
sciq_97,"In a few species, chloroplast genes are inherited only from what?",Mother,sperm,sciq,short_form,no_thinking,0,0.0,0.36899060010910034
sciq_98,Where are liverworts most often found?,On rocks and soil.,along stream beds,sciq,short_form,no_thinking,0,0.0,0.36252471804618835
sciq_99,What are the two terms that designate how well aqueous solutions conduct electricity?,Conductivity and resistivity.,polar and nonpolar,sciq,short_form,no_thinking,0,0.0,0.35386136174201965
sciq_100,What term is used to describe organic compounds such as sugars and starches?,Carbohydrates.,carbohydrates,sciq,short_form,no_thinking,1,1.0,0.950377881526947
sciq_101,What is the official name for the study of life?,Biology,biology,sciq,short_form,no_thinking,1,1.0,1.0000001192092896
sciq_102,Most of the energy used by living things comes either directly or indirectly from where?,Sun.,sun,sciq,short_form,no_thinking,1,1.0,0.9306023716926575
sciq_103,What happens to water vapor as it rises?,Condenses.,it cools,sciq,short_form,no_thinking,0,0.0,0.2706129550933838
sciq_104,What can slow down the increase of viruses in the blood?,Antibodies.,medications,sciq,short_form,no_thinking,0,0.0,0.4352205991744995
sciq_105,Hydrophilic molecules generally avoid what other kinds of molecules?,Hydrophobic molecules.,hydrophobic,sciq,short_form,no_thinking,1,1.0,0.9078336954116821
sciq_106,What do you call a chemical process used to treat water by destroying a contaminant?,Disinfection,chemical remediation,sciq,short_form,no_thinking,0,0.0,0.4753221273422241
sciq_107,What disease is the result of unchecked cell division caused by a breakdown of the mechanisms regulating the cell cycle?,Cancer.,cancer,sciq,short_form,no_thinking,1,1.0,0.8593602180480957
sciq_108,What type of waves transmit the energy of an earthquake?,Seismic waves.,seismic waves,sciq,short_form,no_thinking,1,1.0,0.9578778147697449
sciq_109,What form the skeletons of most organic molecules?,Carbon,carbon chains,sciq,short_form,no_thinking,0,0.0,0.7125134468078613
sciq_110,"In a correctly balanced equation, all coefficients must be what kind of numbers?",Whole numbers.,whole,sciq,short_form,no_thinking,1,1.0,0.5684419870376587
sciq_111,What type of lens is thicker at the edges than it is in the middle?,Convex lens.,concave lens,sciq,short_form,no_thinking,0,0.0,0.8117718696594238
sciq_112,What kind of weather can you expect if a center of low pressure is moving your way?,Stormy weather.,stormy,sciq,short_form,no_thinking,1,1.0,0.7619689702987671
sciq_113,Digestion of proteins begins with acids in what organ?,Stomach,stomach,sciq,short_form,no_thinking,1,1.0,1.0
sciq_114,"According to the special theory of relativity, no physical object can equal or exceed the speed of what?",Light.,light,sciq,short_form,no_thinking,1,1.0,0.9033792018890381
sciq_115,What is the resultant waste product of photosynthesis?,Respiratory quotient,oxygen,sciq,short_form,no_thinking,0,0.0,0.3980136513710022
sciq_116,What controls all five senses?,Brain,nervous system,sciq,short_form,no_thinking,0,0.0,0.5689830780029297
sciq_117,The evaporative loss of the most energetic water molecules does what to a surface?,lowers the surface temperature,cools it,sciq,short_form,no_thinking,0,0.0,0.1545640081167221
sciq_118,"Yeasts, molds, and mushrooms are all different kinds of what?",Fungi.,fungi,sciq,short_form,no_thinking,1,1.0,0.9395354390144348
sciq_119,All organisms can be classified into one of three of this least specific grouping?,Kingdom.,domains,sciq,short_form,no_thinking,0,0.0,0.3299863636493683
sciq_120,What is the second largest class of elements?,Alkali earth metals,nonmetals,sciq,short_form,no_thinking,0,0.0,0.292077898979187
sciq_121,All chemical reactions involve both reactants and what else?,Products,products,sciq,short_form,no_thinking,1,1.0,1.000000238418579
sciq_122,What is part of a large fungus that lives underground?,Mycelium.,mushroom,sciq,short_form,no_thinking,0,0.0,0.5286662578582764
sciq_123,Non-human organisms that mainly consume plants/other primary producers are known as what?,Herbivores,herbivores,sciq,short_form,no_thinking,1,1.0,0.9999998807907104
sciq_124,What symbol is used to indicate directionality in chemical reactions?,Arrow (→),arrow,sciq,short_form,no_thinking,1,1.0,0.8121198415756226
sciq_125,What regulates the time of flowering in many species?,Photoperiod.,photoperiodism,sciq,short_form,no_thinking,0,0.0,0.8436427116394043
sciq_126,"Asteroids, comets, and planets move around the sun in curved paths called what?",Orbits.,orbits,sciq,short_form,no_thinking,1,1.0,0.9283129572868347
sciq_127,"In the body, in which organ does chemical digestion mainly take place?",Small intestine,small intestine,sciq,short_form,no_thinking,1,1.0,1.0000001192092896
sciq_128,What is the organ system that brings oxygen into the body and releases carbon dioxide?,Respiratory system.,lungs,sciq,short_form,no_thinking,0,0.0,0.6748202443122864
sciq_129,What are living things that produce food for themselves and other organisms called?,Producers.,producers,sciq,short_form,no_thinking,1,1.0,0.9634759426116943
sciq_130,The percent yield is determined by calculating the ratio of actual yield by what?,Theoretical yield,theoretical yield,sciq,short_form,no_thinking,1,1.0,0.9999998807907104
sciq_131,What type of cells detect stimuli?,Sensory cells.,sensory nerve cells,sciq,short_form,no_thinking,0,0.0,0.8801665902137756
sciq_132,"Animals with better fitness have a better chance of passing their genes onto the next generation, this process is known as?",Natural selection.,natural selection,sciq,short_form,no_thinking,1,1.0,0.9505380392074585
sciq_133,What is it called when sound is reflected off an object?,Echo.,echo,sciq,short_form,no_thinking,1,1.0,0.917235255241394
sciq_134,"What are the most diverse organisms on earth, which are often classified by shape or how they react to gram stain?",Bacteria,bacteria,sciq,short_form,no_thinking,1,1.0,0.9999999403953552
sciq_135,The pressure inside a container is dependent on the amount of what inside the container?,Amount of gas,gas,sciq,short_form,no_thinking,1,1.0,0.7067443132400513
sciq_136,Aspirin and ibuprofen reduce pain by inhibiting the synthesis of what?,Prostaglandins,prostaglandins,sciq,short_form,no_thinking,1,1.0,1.0000001192092896
sciq_137,Humans are among the most versatile of mammals with what type of diet?,Omnivorous.,omnivore,sciq,short_form,no_thinking,0,0.0,0.8048593997955322
sciq_138,Traits controlled by genes on the sex chromosomes are called what?,Sex-linked traits.,sex-linked traits,sciq,short_form,no_thinking,1,1.0,0.9780470132827759
sciq_139,What do you call nutrients that your body needs in fairly large amounts?,Macronutrients.,macronutrients,sciq,short_form,no_thinking,1,1.0,0.9709361791610718
sciq_140,"What substance, which forms igneous rock, flows out in rivers of lava when it reaches the surface?",Magma,magma,sciq,short_form,no_thinking,1,1.0,0.9999998807907104
sciq_141,"In the grand canyon, the same rock layers are visible on opposite sides of the canyon and were deposited simultaneously, which is an example of what?",Cross-cutting relationships.,lateral continuity,sciq,short_form,no_thinking,0,0.0,0.15563011169433594
sciq_142,What type of bombs put a much larger fraction of their output into thermal energy than do conventional bombs?,Fusion bombs.,nuclear,sciq,short_form,no_thinking,0,0.0,0.6029684543609619
sciq_143,Each bond includes a sharing of electrons between atoms. two electrons are shared in a single bond; four electrons are shared in a double bond; and six electrons are shared in this?,Triple bond.,triple bond,sciq,short_form,no_thinking,1,1.0,0.9508376121520996
sciq_144,Properties of matter can be considered physical or?,Chemical.,chemical,sciq,short_form,no_thinking,1,1.0,0.9457690119743347
sciq_145,The speed of sound depends on what?,Medium.,medium,sciq,short_form,no_thinking,1,1.0,0.9529672265052795
sciq_146,What is added to a measured portion of a more concentrated stock solution to achieve a particular concentration?,Diluent,solvent,sciq,short_form,no_thinking,0,0.0,0.35770630836486816
sciq_147,What is the cure of cancer known as?,Chemotherapy,remission,sciq,short_form,no_thinking,0,0.0,0.3930980861186981
sciq_148,What is the side to side movement of the mandible called?,Lateral movement.,excursion,sciq,short_form,no_thinking,0,0.0,0.24182888865470886
sciq_149,What is the term for materials that have both a defined shape and a defined volume?,Solids.,solids,sciq,short_form,no_thinking,1,1.0,0.9597312808036804
sciq_150,Reactants may also be present in such low concentrations that it is unlikely they will meet and do what?,Reactants may also be present in such low concentrations that it is unlikely they will meet and **react**.,collide,sciq,short_form,no_thinking,0,0.0,0.151834636926651
sciq_151,What do we call the visible part of the electromagnetic spectrum?,Visible spectrum,light,sciq,short_form,no_thinking,0,0.0,0.37061184644699097
sciq_152,"Practitioners of what thought all matter was composed of different proportions of four basic elements, and that if you changed the proportions of these elements, you could change the substance itself?",Aristotle,alchemy,sciq,short_form,no_thinking,0,0.0,0.3589627146720886
sciq_153,What blood-carrying structures contain one-way valves that contribute to the return of blood to the heart?,Veins,veins,sciq,short_form,no_thinking,1,1.0,1.0000001192092896
sciq_154,Animals breath in air in order to obtain what element?,Oxygen.,oxygen,sciq,short_form,no_thinking,1,1.0,0.9141613245010376
sciq_155,A ramp is a type of simple machine called what?,Inclined plane.,inclined plane,sciq,short_form,no_thinking,1,1.0,0.938511073589325
sciq_156,What part of the male reproductive system is involved with the most common disorders?,Genitals,the testes,sciq,short_form,no_thinking,0,0.0,0.4022354781627655
sciq_157,What is the term for the force that a magnet exerts on certain materials?,Magnetic force,magnetic force,sciq,short_form,no_thinking,1,1.0,1.0
sciq_158,Where does most of the earth's energy come from?,Solar energy.,sun,sciq,short_form,no_thinking,0,0.0,0.6116824150085449
sciq_159,"During a human pregnancy, which trimester exhibits the greatest growth of the fetus and culminates in labor and delivery?",Third trimester.,third trimester,sciq,short_form,no_thinking,1,1.0,0.953092098236084
sciq_160,Plants go through seasonal changes after detecting differences in what?,Light.,day length,sciq,short_form,no_thinking,0,0.0,0.16114075481891632
sciq_161,The bony socket that houses the eyeball and associated muscles is called?,Orbit.,orbit,sciq,short_form,no_thinking,1,1.0,0.9091492295265198
sciq_162,What is an adaptation?,A trait that helps an organism survive.,favorable trait,sciq,short_form,no_thinking,0,0.0,0.4349130094051361
sciq_163,How many calories of energy does one gram of protein provide?,4 calories,4,sciq,short_form,no_thinking,1,1.0,0.37400466203689575
sciq_164,What allows some things to enter the cell while keeping other things out?,Cell membrane,cell membrane,sciq,short_form,no_thinking,1,1.0,1.0000001192092896
sciq_165,Evaporation of moisture is greatest where it is?,Highest temperature.,hot and sunny,sciq,short_form,no_thinking,0,0.0,0.47833946347236633
sciq_166,"In an ecosystem, what do you call organisms like lions that capture and kill other animals for food?",Predators.,predators,sciq,short_form,no_thinking,1,1.0,0.9299665689468384
sciq_167,"Without particles, water vapor could not do what?",Condense.,condense,sciq,short_form,no_thinking,1,1.0,0.9701731204986572
sciq_168,What is the transition from solid to vapor is called?,Sublimation.,sublimation,sciq,short_form,no_thinking,1,1.0,0.958572506904602
sciq_169,"In phyisics, what is considered to be the rotational version of force?",Torque.,torque,sciq,short_form,no_thinking,1,1.0,0.9420801997184753
sciq_170,Malonate plays what negative role on the enzyme succinate dehydrogenase?,Competitive inhibitor,inhibitor,sciq,short_form,no_thinking,1,1.0,0.741569995880127
sciq_171,The medium moves back and forth in the same direction as the wave in what type of wave?,Transverse wave.,longitudinal wave,sciq,short_form,no_thinking,0,0.0,0.7282813787460327
sciq_172,"Control of the body can be somatic or autonomic, offering one way to divide what organ system by function?",Nervous system.,nervous system,sciq,short_form,no_thinking,1,1.0,0.8899141550064087
sciq_173,What is the star nearest the earth named?,Proxima Centauri,proxima centauri,sciq,short_form,no_thinking,1,1.0,1.0
sciq_174,"On a global scale, plants and other photosynthetic organisms have generated all of what element in the air?",Oxygen.,oxygen,sciq,short_form,no_thinking,1,1.0,0.9141613245010376
sciq_175,What branch of science is concerned with matter and the changes that it can undergo?,Chemistry,chemistry,sciq,short_form,no_thinking,1,1.0,1.0
sciq_176,What is the blood in the body pumped with?,Oxygen.,heart,sciq,short_form,no_thinking,0,0.0,0.38811758160591125
sciq_177,"Bones, cartilage, and what other thing make up the skeletal system?",Connective tissue.,ligaments,sciq,short_form,no_thinking,0,0.0,0.49666184186935425
sciq_178,What happens to light when it passed from air to water?,Refraction.,it bends,sciq,short_form,no_thinking,0,0.0,0.3920302391052246
sciq_179,What is written as systolic over diastolic?,Blood pressure.,blood pressure,sciq,short_form,no_thinking,1,1.0,0.8025100827217102
sciq_180,Type 1 diabetes and gigantism are examples of what type of disorder?,Genetic disorders.,endocrine diseases,sciq,short_form,no_thinking,0,0.0,0.4826493263244629
sciq_181,What kind of rock layer makes up the bottom of an aquifer?,Unconformable layer,impermeable,sciq,short_form,no_thinking,0,0.0,0.3396146595478058
sciq_182,Where do mushrooms get their energy?,Decomposition.,decomposing dead organisms,sciq,short_form,no_thinking,0,0.0,0.6212777495384216
sciq_183,What rock group offers the richest source of fossils?,The National Museum of Natural History.,sedimentary,sciq,short_form,no_thinking,0,0.0,0.29367876052856445
sciq_184,"What occurs not only as organisms grow, but as they reproduce.",Cell division,cell division,sciq,short_form,no_thinking,1,1.0,1.0
sciq_185,The muscular layer is much thicker in which ventricle of the heart?,Left ventricle,left,sciq,short_form,no_thinking,1,1.0,0.4934731721878052
sciq_186,Electricity consists of a constant stream of what tiny particles?,Electrons,electrons,sciq,short_form,no_thinking,1,1.0,1.0
sciq_187,What separates one river system's basin from another river system's basin?,Divide line.,a divide,sciq,short_form,no_thinking,1,1.0,0.6429244875907898
sciq_188,"Illustrating how form follows function, long, slender protein strands that make up what tissue are essential for contracting and relaxing?",Muscle tissue.,muscle,sciq,short_form,no_thinking,1,1.0,0.725019633769989
sciq_189,What is another word for cellular drinking?,Hydration.,pinocytosis,sciq,short_form,no_thinking,0,0.0,0.16256622970104218
sciq_190,What is the term for the force that brings objects toward the earth?,Gravity,gravity,sciq,short_form,no_thinking,1,1.0,1.000000238418579
sciq_191,"Upon death of an organism, during composition, what returns to the soil as ammonium ions?",Decomposition bacteria.,nitrogen,sciq,short_form,no_thinking,0,0.0,0.321444571018219
sciq_192,Gabbro is a dark dense rock that can be found in what?,Magma chamber,oceanic crust,sciq,short_form,no_thinking,0,0.0,0.19688893854618073
sciq_193,What does jupiter reflect a lot of due to its size?,Clouds,sunlight,sciq,short_form,no_thinking,0,0.0,0.4643648862838745
