id,question,prediction,ground_truth,dataset,task_type,thinking_mode,is_correct,correctness_score,similarity,poincare_scale,hhem_score,hhem_is_consistent,hhem_best_reference,hhem_threshold
sciq_68,"Chitin, also found in the exoskeleton of insects, gives structural strength to the cell walls of fungi. the cell wall protects the cell from what?",osmotic pressure,desiccation and predators,sciq,short_form,no_thinking,0,0.0,0.9069862,0.05,0.5020980834960938,1,desiccation and predators,0.5
sciq_69,What term in biotechnology means a genetically exact copy of an organism?,Clone,clone,sciq,short_form,no_thinking,1,1.0,0.99999994,0.05,0.5020980834960938,1,clone,0.5
sciq_70,"The products of what process are needed for cellular respiration, and vice versa?",Photosynthesis and cellular respiration.,photosynthesis,sciq,short_form,no_thinking,1,1.0,0.9505442,0.05,0.5020980834960938,1,photosynthesis,0.5
sciq_71,What is the term for a series of biochemical reactions by which an organism converts a given reactant to a specific end product?,Metabolic pathway,metabolic pathway,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,metabolic pathway,0.5
sciq_72,The type of bond that forms between molecules is called what?,Van der Waals bond,hydrogen bond,sciq,short_form,no_thinking,0,0.0,0.92334294,0.05,0.5020980834960938,1,hydrogen bond,0.5
sciq_73,"What system of the body is responsible for transmitting, processing, and responding to most of the sensory information that is created by various stimuli?",Nervous system.,nervous system,sciq,short_form,no_thinking,1,1.0,0.9569044,0.05,0.5020980834960938,1,nervous system,0.5
sciq_74,Channel proteins form what in the membrane?,Transporter proteins.,pores,sciq,short_form,no_thinking,0,0.0,0.9101501,0.05,0.5020980834960938,1,pores,0.5
sciq_75,What is the term for the ability of a fluid to exert an upward force on any object placed in it?,Buoyancy.,buoyancy,sciq,short_form,no_thinking,1,1.0,0.96262157,0.05,0.5020980834960938,1,buoyancy,0.5
sciq_76,Corrosion is usually defined as the degradation of metals due to what?,Chemical reactions.,electrochemical process,sciq,short_form,no_thinking,0,0.0,0.9266665,0.05,0.5020980834960938,1,electrochemical process,0.5
sciq_77,What is the science of classifying living things called?,Biology,taxonomy,sciq,short_form,no_thinking,0,0.0,0.92126083,0.05,0.5020980834960938,1,taxonomy,0.5
sciq_78,The lens and other parts of the eye work together to focus a real image on what eye structure?,Retina.,retina,sciq,short_form,no_thinking,1,1.0,0.96206844,0.05,0.5020980834960938,1,retina,0.5
sciq_79,"Oxygen, carbon dioxide, atp, and nadph are reactants in what process that plants use to produce food?",Photosynthesis,photosynthesis,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,photosynthesis,0.5
sciq_80,What is the watery fluid that bathes tissues and organs and contains protective white blood cells but does not contain erythrocytes?,Lymph.,lymph,sciq,short_form,no_thinking,1,1.0,0.95685536,0.05,0.5020980834960938,1,lymph,0.5
sciq_81,What is a rock that contains important minerals called?,Ore.,ore,sciq,short_form,no_thinking,1,1.0,0.9594037,0.05,0.5020980834960938,1,ore,0.5
sciq_82,"In physics, when one subtracts the frictional force from the applied force what is the result?",Normal force.,net force,sciq,short_form,no_thinking,0,0.0,0.925073,0.05,0.5020980834960938,1,net force,0.5
sciq_83,"The three units of kpa, atm or mmhg commonly measure what?",Pressure.,pressure,sciq,short_form,no_thinking,1,1.0,0.9576747,0.05,0.5020980834960938,1,pressure,0.5
sciq_84,"Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. because magnesium (e° = −2.37 v) is much more easily oxidized than iron (e° = −0.45 v), the mg rod acts as the anode in a what?",sacrificial anode,galvanic cell,sciq,short_form,no_thinking,0,0.0,0.90996194,0.05,0.5020980834960938,1,galvanic cell,0.5
sciq_85,Solutions of nonelectrolytes such as ethanol do not contain dissolved ions and cannot conduct what?,Electric current.,electricity,sciq,short_form,no_thinking,0,0.0,0.9410302,0.05,0.5020980834960938,1,electricity,0.5
sciq_86,What is the electron domain geometry of ammonia?,Trigonal pyramidal,tetrahedral,sciq,short_form,no_thinking,0,0.0,0.92535394,0.05,0.5020980834960938,1,tetrahedral,0.5
sciq_87,What are formed when cells from the male and female parts of the plant combine?,Seeds,seeds,sciq,short_form,no_thinking,1,1.0,0.99999994,0.05,0.5020980834960938,1,seeds,0.5
sciq_88,What process done by bacteria makes them important producers in aquatic ecosystems?,Nitrogen fixation.,photosynthesis,sciq,short_form,no_thinking,0,0.0,0.9214335,0.05,0.5020980834960938,1,photosynthesis,0.5
sciq_89,Where is energy stored in a chemical substance?,Bond energy.,between atoms,sciq,short_form,no_thinking,0,0.0,0.9211147,0.05,0.5020980834960938,1,between atoms,0.5
sciq_90,What do we call a carbohydrate formed by two monosaccharides bonding together?,Disaccharide.,disaccharide,sciq,short_form,no_thinking,1,1.0,0.9612482,0.05,0.5020980834960938,1,disaccharide,0.5
sciq_91,What type of eclipse happens when a full moon moves through earth's shadow?,Total lunar eclipse.,lunar,sciq,short_form,no_thinking,1,1.0,0.93211824,0.05,0.5020980834960938,1,lunar,0.5
sciq_92,What is it called when ice changes to liquid water?,Melting.,melting,sciq,short_form,no_thinking,1,1.0,0.96478266,0.05,0.5020980834960938,1,melting,0.5
sciq_93,What term describes the process of vesicles fusing with the plasma membrane and releasing their contents to the outside of the cell?,Exocytosis,exocytosis,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,exocytosis,0.5
sciq_94,"What system enters the brain stem and influences activity in the cerebellum, spinal cord, and cerebral cortex?",Hypothalamus,vestibular system,sciq,short_form,no_thinking,0,0.0,0.91680133,0.05,0.5020980834960938,1,vestibular system,0.5
sciq_95,"The invention of the wheel is an example of what, which has the goal of solving human problems?",Technological innovation.,technology,sciq,short_form,no_thinking,0,0.0,0.9315017,0.05,0.5020980834960938,1,technology,0.5
sciq_96,"While elements are represented by chemical symbols, chemical formulas represent what?",Compounds.,compounds,sciq,short_form,no_thinking,1,1.0,0.96544224,0.05,0.5020980834960938,1,compounds,0.5
sciq_97,"In a few species, chloroplast genes are inherited only from what?",Mother,sperm,sciq,short_form,no_thinking,0,0.0,0.90673095,0.05,0.5020980834960938,1,sperm,0.5
sciq_98,Where are liverworts most often found?,On rocks and soil.,along stream beds,sciq,short_form,no_thinking,0,0.0,0.92543256,0.05,0.5020980834960938,1,along stream beds,0.5
sciq_99,What are the two terms that designate how well aqueous solutions conduct electricity?,Conductivity and resistivity.,polar and nonpolar,sciq,short_form,no_thinking,0,0.0,0.9265092,0.05,0.5020980834960938,1,polar and nonpolar,0.5
sciq_100,What term is used to describe organic compounds such as sugars and starches?,Carbohydrates.,carbohydrates,sciq,short_form,no_thinking,1,1.0,0.9609001,0.05,0.5020980834960938,1,carbohydrates,0.5
sciq_101,What is the official name for the study of life?,Biology,biology,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,biology,0.5
sciq_102,Most of the energy used by living things comes either directly or indirectly from where?,Sun.,sun,sciq,short_form,no_thinking,1,1.0,0.94985884,0.05,0.5020980834960938,1,sun,0.5
sciq_103,What happens to water vapor as it rises?,Condenses.,it cools,sciq,short_form,no_thinking,0,0.0,0.9260198,0.05,0.5020980834960938,1,it cools,0.5
sciq_104,What can slow down the increase of viruses in the blood?,Antibodies.,medications,sciq,short_form,no_thinking,0,0.0,0.9155739,0.05,0.5020980834960938,1,medications,0.5
sciq_105,Hydrophilic molecules generally avoid what other kinds of molecules?,Hydrophobic molecules.,hydrophobic,sciq,short_form,no_thinking,1,1.0,0.9517661,0.05,0.5020980834960938,1,hydrophobic,0.5
sciq_106,What do you call a chemical process used to treat water by destroying a contaminant?,Disinfection,chemical remediation,sciq,short_form,no_thinking,0,0.0,0.9225929,0.05,0.5020980834960938,1,chemical remediation,0.5
sciq_107,What disease is the result of unchecked cell division caused by a breakdown of the mechanisms regulating the cell cycle?,Cancer.,cancer,sciq,short_form,no_thinking,1,1.0,0.94190675,0.05,0.5020980834960938,1,cancer,0.5
sciq_108,What type of waves transmit the energy of an earthquake?,Seismic waves.,seismic waves,sciq,short_form,no_thinking,1,1.0,0.9626435,0.05,0.5020980834960938,1,seismic waves,0.5
sciq_109,What form the skeletons of most organic molecules?,Carbon,carbon chains,sciq,short_form,no_thinking,0,0.0,0.9458553,0.05,0.5020980834960938,1,carbon chains,0.5
sciq_110,"In a correctly balanced equation, all coefficients must be what kind of numbers?",Whole numbers.,whole,sciq,short_form,no_thinking,1,1.0,0.93195546,0.05,0.5020980834960938,1,whole,0.5
sciq_111,What type of lens is thicker at the edges than it is in the middle?,Convex lens.,concave lens,sciq,short_form,no_thinking,0,0.0,0.9506932,0.05,0.5020980834960938,1,concave lens,0.5
sciq_112,What kind of weather can you expect if a center of low pressure is moving your way?,Stormy weather.,stormy,sciq,short_form,no_thinking,1,1.0,0.94995785,0.05,0.5020980834960938,1,stormy,0.5
sciq_113,Digestion of proteins begins with acids in what organ?,Stomach,stomach,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,stomach,0.5
sciq_114,"According to the special theory of relativity, no physical object can equal or exceed the speed of what?",Light.,light,sciq,short_form,no_thinking,1,1.0,0.95814824,0.05,0.5020980834960938,1,light,0.5
sciq_115,What is the resultant waste product of photosynthesis?,Respiratory quotient,oxygen,sciq,short_form,no_thinking,0,0.0,0.9180108,0.05,0.5020980834960938,1,oxygen,0.5
sciq_116,What controls all five senses?,Brain,nervous system,sciq,short_form,no_thinking,0,0.0,0.9299943,0.05,0.5020980834960938,1,nervous system,0.5
sciq_117,The evaporative loss of the most energetic water molecules does what to a surface?,lowers the surface temperature,cools it,sciq,short_form,no_thinking,0,0.0,0.93153167,0.05,0.5020980834960938,1,cools it,0.5
sciq_118,"Yeasts, molds, and mushrooms are all different kinds of what?",Fungi.,fungi,sciq,short_form,no_thinking,1,1.0,0.94804364,0.05,0.5020980834960938,1,fungi,0.5
sciq_119,All organisms can be classified into one of three of this least specific grouping?,Kingdom.,domains,sciq,short_form,no_thinking,0,0.0,0.9099765,0.05,0.5020980834960938,1,domains,0.5
sciq_120,What is the second largest class of elements?,Alkali earth metals,nonmetals,sciq,short_form,no_thinking,0,0.0,0.92510116,0.05,0.5020980834960938,1,nonmetals,0.5
sciq_121,All chemical reactions involve both reactants and what else?,Products,products,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,products,0.5
sciq_122,What is part of a large fungus that lives underground?,Mycelium.,mushroom,sciq,short_form,no_thinking,0,0.0,0.9316847,0.05,0.5020980834960938,1,mushroom,0.5
sciq_123,Non-human organisms that mainly consume plants/other primary producers are known as what?,Herbivores,herbivores,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,herbivores,0.5
sciq_124,What symbol is used to indicate directionality in chemical reactions?,Arrow (→),arrow,sciq,short_form,no_thinking,1,1.0,0.94549507,0.05,0.5020980834960938,1,arrow,0.5
sciq_125,What regulates the time of flowering in many species?,Photoperiod.,photoperiodism,sciq,short_form,no_thinking,0,0.0,0.95482206,0.05,0.5020980834960938,1,photoperiodism,0.5
sciq_126,"Asteroids, comets, and planets move around the sun in curved paths called what?",Orbits.,orbits,sciq,short_form,no_thinking,1,1.0,0.9594005,0.05,0.5020980834960938,1,orbits,0.5
sciq_127,"In the body, in which organ does chemical digestion mainly take place?",Small intestine,small intestine,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,small intestine,0.5
sciq_128,What is the organ system that brings oxygen into the body and releases carbon dioxide?,Respiratory system.,lungs,sciq,short_form,no_thinking,0,0.0,0.932687,0.05,0.5020980834960938,1,lungs,0.5
sciq_129,What are living things that produce food for themselves and other organisms called?,Producers.,producers,sciq,short_form,no_thinking,1,1.0,0.9619539,0.05,0.5020980834960938,1,producers,0.5
sciq_130,The percent yield is determined by calculating the ratio of actual yield by what?,Theoretical yield,theoretical yield,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,theoretical yield,0.5
sciq_131,What type of cells detect stimuli?,Sensory cells.,sensory nerve cells,sciq,short_form,no_thinking,0,0.0,0.96038264,0.05,0.5020980834960938,1,sensory nerve cells,0.5
sciq_132,"Animals with better fitness have a better chance of passing their genes onto the next generation, this process is known as?",Natural selection.,natural selection,sciq,short_form,no_thinking,1,1.0,0.9660832,0.05,0.5020980834960938,1,natural selection,0.5
sciq_133,What is it called when sound is reflected off an object?,Echo.,echo,sciq,short_form,no_thinking,1,1.0,0.96181166,0.05,0.5020980834960938,1,echo,0.5
sciq_134,"What are the most diverse organisms on earth, which are often classified by shape or how they react to gram stain?",Bacteria,bacteria,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,bacteria,0.5
sciq_135,The pressure inside a container is dependent on the amount of what inside the container?,Amount of gas,gas,sciq,short_form,no_thinking,1,1.0,0.9435701,0.05,0.5020980834960938,1,gas,0.5
sciq_136,Aspirin and ibuprofen reduce pain by inhibiting the synthesis of what?,Prostaglandins,prostaglandins,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,prostaglandins,0.5
sciq_137,Humans are among the most versatile of mammals with what type of diet?,Omnivorous.,omnivore,sciq,short_form,no_thinking,0,0.0,0.9447851,0.05,0.5020980834960938,1,omnivore,0.5
sciq_138,Traits controlled by genes on the sex chromosomes are called what?,Sex-linked traits.,sex-linked traits,sciq,short_form,no_thinking,1,1.0,0.97457135,0.05,0.5020980834960938,1,sex-linked traits,0.5
sciq_139,What do you call nutrients that your body needs in fairly large amounts?,Macronutrients.,macronutrients,sciq,short_form,no_thinking,1,1.0,0.9696717,0.05,0.5020980834960938,1,macronutrients,0.5
sciq_140,"What substance, which forms igneous rock, flows out in rivers of lava when it reaches the surface?",Magma,magma,sciq,short_form,no_thinking,1,1.0,1.0,0.05,0.5020980834960938,1,magma,0.5
sciq_141,"In the grand canyon, the same rock layers are visible on opposite sides of the canyon and were deposited simultaneously, which is an example of what?",Cross-cutting relationships.,lateral continuity,sciq,short_form,no_thinking,0,0.0,0.91287035,0.05,0.5020980834960938,1,lateral continuity,0.5
sciq_142,What type of bombs put a much larger fraction of their output into thermal energy than do conventional bombs?,Fusion bombs.,nuclear,sciq,short_form,no_thinking,0,0.0,0.92268115,0.05,0.5020980834960938,1,nuclear,0.5
sciq_143,Each bond includes a sharing of electrons between atoms. two electrons are shared in a single bond; four electrons are shared in a double bond; and six electrons are shared in this?,Triple bond.,triple bond,sciq,short_form,no_thinking,1,1.0,0.9645372,0.05,0.5020980834960938,1,triple bond,0.5
sciq_144,Properties of matter can be considered physical or?,Chemical.,chemical,sciq,short_form,no_thinking,1,1.0,0.9568778,0.05,0.5020980834960938,1,chemical,0.5
sciq_145,The speed of sound depends on what?,Medium.,medium,sciq,short_form,no_thinking,1,1.0,0.97119033,0.05,0.5020980834960938,1,medium,0.5
sciq_146,What is added to a measured portion of a more concentrated stock solution to achieve a particular concentration?,Diluent,solvent,sciq,short_form,no_thinking,0,0.0,0.91860026,0.05,0.5020980834960938,1,solvent,0.5
sciq_147,What is the cure of cancer known as?,Chemotherapy,remission,sciq,short_form,no_thinking,0,0.0,0.92152905,0.05,0.5020980834960938,1,remission,0.5
