id,question,prediction,ground_truth,dataset,task_type,thinking_mode,is_correct,correctness_score,similarity,hhem_score,hhem_is_consistent,hhem_best_reference,hhem_threshold
simpleqa_18,"In 2017, what case was Natasha Merle involved in, where she was a member of the petitioner team?",Merle v. United States,Buck v. Davis,simpleqa,short_form,no_thinking,0,0.0,0.6130445,0.5020980834960938,1,Buck v. Davis,0.5
simpleqa_19,"What is the middle name of Motaz Azaiza, Palestinian journalist?",Azaiza,Hilal,simpleqa,short_form,no_thinking,0,0.0,0.4176534,0.5020980834960938,1,Hilal,0.5
simpleqa_20,What are the three cities where Arvind Kejriwal spent most of his childhood?,"Noida, Delhi, and Nahan.","Sonipat, Ghaziabad, Hisar",simpleqa,short_form,no_thinking,0,0.0,0.5072377,0.5020980834960938,1,"Sonipat, Ghaziabad, Hisar",0.5
simpleqa_21,In what year was Rosario Crocetta appointed Councillor for Culture in the City Council of Gela with the Federation of the Greens?,2001,1998,simpleqa,short_form,no_thinking,0,0.0,0.5823871,0.5020980834960938,1,1998,0.5
simpleqa_22,In which month and year did the UN General Assembly unanimously elect Maurice Strong to be the first head of the UN Environment?,September 1972,December 1972,simpleqa,short_form,no_thinking,0,0.0,0.7916969,0.5020980834960938,1,December 1972,0.5
simpleqa_23,In what year did Kristin Otto retire from swimming?,1964,1989,simpleqa,short_form,no_thinking,0,0.0,0.5146804,0.5020980834960938,1,1989,0.5
simpleqa_24,Name the mission director of the Rohini Satellite 1 (RS-1) satellite launch in 1980.,R. K. S. K. S.,Dr. Kalam,simpleqa,short_form,no_thinking,0,0.0,0.5401548,0.5020980834960938,1,Dr. Kalam,0.5
simpleqa_25,In which year did Clive Derby-Lewis become town councilor for Bedfordview?,1994,1972,simpleqa,short_form,no_thinking,0,0.0,0.47745413,0.5020980834960938,1,1972,0.5
simpleqa_26,"What day, month, and year was Louis Armstrong arrested and spent the night at New Orleans Juvenile Court?","January 23, 1947","December 31, 1912",simpleqa,short_form,no_thinking,0,0.0,0.63981843,0.5020980834960938,1,"December 31, 1912",0.5
simpleqa_27,Name the enzyme that has an enzyme commission number of 3.1.4.2.,Protein kinase C,Glycerophosphocholine phosphodiesterase,simpleqa,short_form,no_thinking,0,0.0,0.5710957,0.5020980834960938,1,Glycerophosphocholine phosphodiesterase,0.5
simpleqa_28,"What is the weight of the Phosphorescent Pole weapon in Demon's Souls (2009) using the in-game units of weight, which are called ""units""?",1000 units,4.0 units,simpleqa,short_form,no_thinking,0,0.0,0.71193784,0.5020980834960938,1,4.0 units,0.5
simpleqa_29,What year did Shokichi Iyanaga become Dean of the Faculty of Science at Tokyo University?,1953,1965,simpleqa,short_form,no_thinking,0,0.0,0.6559881,0.5020980834960938,1,1965,0.5
simpleqa_30,What year did Kathryn Shaw step down as the Artistic Director of Studio 58?,2014,2020,simpleqa,short_form,no_thinking,0,0.0,0.6807357,0.5020980834960938,1,2020,0.5
simpleqa_31,"On what day, month, and year did Taiwanese conductor and violinist Felix Chen die?","April 1, 2016","April 9, 2018",simpleqa,short_form,no_thinking,0,0.0,0.7768596,0.5020980834960938,1,"April 9, 2018",0.5
simpleqa_32,How many years did Sarah Young serve as a missionary in Japan?,12 years,8,simpleqa,short_form,no_thinking,0,0.0,0.55787396,0.5020980834960938,1,8,0.5
simpleqa_33,What is the name of Track 6 on the Mario Kart 64 Greatest Hits Soundtrack released in 1997?,Wii Fit Adventure,Koopa Castle,simpleqa,short_form,no_thinking,0,0.0,0.49600342,0.5020980834960938,1,Koopa Castle,0.5
simpleqa_34,What's the title of Section 4.3.2 in the paper 'Generating semantic maps through multidimensional scaling: linguistic applications and theory'?,Linguistic Applications and Theory,MDS and formal paradigms,simpleqa,short_form,no_thinking,0,0.0,0.65954816,0.5020980834960938,1,MDS and formal paradigms,0.5
simpleqa_35,"A 2019 genome-wide association study review published by Loukia Vassilopoulou, Michail Matalliotakis, Maria I. Zervou, Charoula Matalliotaki, Konstantinos Krithinakis, Ioannis Matalliotakis, Demetrios A. Spandidos, and George N. Goulielmos enumerated how many genes with mutations associated with endometriosis development?",115 genes,36,simpleqa,short_form,no_thinking,0,0.0,0.5529169,0.5020980834960938,1,36,0.5
simpleqa_36,"What are the dimensions in centimeters of the painting ""Moving House"" by Vasnetsov?",110 × 160,53.5 x 67.2 cm,simpleqa,short_form,no_thinking,0,0.0,0.704767,0.5020980834960938,1,53.5 x 67.2 cm,0.5
simpleqa_37,"According to the last population update in 2010, the rural locality of Taz Russky in the Klyapovskoye Rural Settlement of Russia has a population of what?",13555,175,simpleqa,short_form,no_thinking,0,0.0,0.5819844,0.5020980834960938,1,175,0.5
simpleqa_38,What year was Kiyosi Ito appointed to the Cabinet Statistics Bureau?,1929,1939,simpleqa,short_form,no_thinking,0,0.0,0.67426294,0.5020980834960938,1,1939,0.5
simpleqa_39,"What were the day, month, and year when the European Court of Human Rights ruled in favor of Carola van Kück, a German trans woman whose insurance company denied her reimbursement for sex reassignment surgery as well as hormone replacement therapy?",21 May 2016,12 June 2003,simpleqa,short_form,no_thinking,0,0.0,0.62846816,0.5020980834960938,1,12 June 2003,0.5
simpleqa_40,At what event in 2004 did David Hanson present K-Bot?,TED Conference 2004,American Association for the Advancement of Science (AAAS) conference.,simpleqa,short_form,no_thinking,0,0.0,0.6390666,0.5020980834960938,1,American Association for the Advancement of Science (AAAS) conference.,0.5
simpleqa_41,"As of the 2020 Census, what was the population of Grand Mound, Iowa?","13,663",615,simpleqa,short_form,no_thinking,0,0.0,0.598825,0.5020980834960938,1,615,0.5
simpleqa_42,"According to the 2021 rules of Battle of the Nations, how many rounds does each longsword duel last?",15 minutes,1,simpleqa,short_form,no_thinking,1,1.0,0.59710956,0.5020980834960938,1,1,0.5
simpleqa_43,"In which year was Mascarin Peak, the active volcano on Marion Island, renamed for the first time?",1959,2003,simpleqa,short_form,no_thinking,0,0.0,0.47599524,0.5020980834960938,1,2003,0.5
simpleqa_44,What album did Kinoko Teikoku release in 2014?,"KINOKO TEIKOKU - 2014 ALBUM: ""KINOKO TEIKOKU""",Fake World Wonderland,simpleqa,short_form,no_thinking,0,0.0,0.45670295,0.5020980834960938,1,Fake World Wonderland,0.5
simpleqa_45,Which of the three Olympic fencing weapons was the last one to transition to using electrical equipment?,Sabre.,Sabre,simpleqa,short_form,no_thinking,1,1.0,0.9171756,0.5020980834960938,1,Sabre,0.5
simpleqa_46,Which ward in Tokyo was the AT-1 phono cartridge created in?,Shinjuku Ward,Shinjuku,simpleqa,short_form,no_thinking,1,1.0,0.8959724,0.5020980834960938,1,Shinjuku,0.5
simpleqa_47,From which year to which year did the Albanian politician Ibrahim Rugova study at the University of Paris?,1961–1965,From 1976 to 1977,simpleqa,short_form,no_thinking,0,0.0,0.62552303,0.5020980834960938,1,From 1976 to 1977,0.5
simpleqa_48,What are the first and last names of the designer of 50 francs with the Little Prince images?,Paul van der Aa,Roger Pfund,simpleqa,short_form,no_thinking,0,0.0,0.4544661,0.5020980834960938,1,Roger Pfund,0.5
simpleqa_49,Who performed the theme song for the 1989 Leeds International Film Festival opener *Shirley Valentine*?,Brenda Blethen,Patti Austin,simpleqa,short_form,no_thinking,0,0.0,0.4405402,0.5020980834960938,1,Patti Austin,0.5
simpleqa_50,Which school did Lyndon B. Johnson briefly teach in Pearsall?,Texas A&M University,Pearsall High School,simpleqa,short_form,no_thinking,0,0.0,0.4242028,0.5020980834960938,1,Pearsall High School,0.5
simpleqa_51,What was the Minute Man sculpture by Daniel Chester French originally intended to be made out of?,Marble,Stone,simpleqa,short_form,no_thinking,0,0.0,0.73094857,0.5020980834960938,1,Stone,0.5
simpleqa_52,On what date did President Kagame receive an honorary degree in Ethiopia?,"April 20, 2016","JULY 2, 2016",simpleqa,short_form,no_thinking,0,0.0,0.6614081,0.5020980834960938,1,"JULY 2, 2016",0.5
simpleqa_53,Who did the International Photography Awards of 2020 give the Nature Photographer of the Year Award to?,David Yarrow,Ari Rex,simpleqa,short_form,no_thinking,0,0.0,0.36904258,0.5020980834960938,1,Ari Rex,0.5
simpleqa_54,"What is the KEGG of Allopurinol, a medication used to decrease high blood uric acid levels?",Allopurinol is a xanthine oxidase inhibitor.,D00224,simpleqa,short_form,no_thinking,0,0.0,0.46786606,0.5020980834960938,1,D00224,0.5
simpleqa_55,"According to the 2010 United States Census, what was the total reported Asian population of Downey, California, in 2010?","15,663","7,804",simpleqa,short_form,no_thinking,0,0.0,0.65706116,0.5020980834960938,1,"7,804",0.5
simpleqa_56,"What were the day, month, and year when Britannica released a Google Chrome extension, ""Britannica Insights,"" which shows snippets of information from Britannica Online whenever the user performs a Google search, in a box to the right of Google's results?","April 20, 2016",7 June 2018,simpleqa,short_form,no_thinking,0,0.0,0.5999958,0.5020980834960938,1,7 June 2018,0.5
simpleqa_57,Who was the 2018 ACM Eugene L. Lawler Award recipient?,Sergei V. Penev,Meenakshi Balakrishnan,simpleqa,short_form,no_thinking,0,0.0,0.4296759,0.5020980834960938,1,Meenakshi Balakrishnan,0.5
simpleqa_58,In which year was Jamini Roy (an Indian painter) awarded the Padma Bhushan by the Government of India?,1964,1954,simpleqa,short_form,no_thinking,0,0.0,0.51354986,0.5020980834960938,1,1954,0.5
simpleqa_59,What were the names of the two presenters of the 16th edition of the Miss World pageant?,Lara Van Deyen and Sarah Jane Smith,"Peter West, Michael Aspel",simpleqa,short_form,no_thinking,0,0.0,0.46820286,0.5020980834960938,1,"Peter West, Michael Aspel",0.5
simpleqa_60,In which year was Monir Shahroudy Farmanfarmaian (an Iranian artist) awarded the Venice Biennale?,1987,1958,simpleqa,short_form,no_thinking,0,0.0,0.5996154,0.5020980834960938,1,1958,0.5
simpleqa_61,"What day, month, and year did Lothair I, King of Italy, become King of Middle Francia?",15 April 855,10 August 843,simpleqa,short_form,no_thinking,0,0.0,0.72231317,0.5020980834960938,1,10 August 843,0.5
simpleqa_62,"What type of eclipse occurred on August 28, 1802, at 51.3°N, 105.7°E?",Total lunar eclipse.,Annular solar eclipse,simpleqa,short_form,no_thinking,0,0.0,0.7083853,0.5020980834960938,1,Annular solar eclipse,0.5
simpleqa_63,What advanced reservoir simulation technology did Aramco unveil in 2010?,Eclipse Plus,GigaPOWERS,simpleqa,short_form,no_thinking,0,0.0,0.48444015,0.5020980834960938,1,GigaPOWERS,0.5
simpleqa_64,"What month and year was Corrado Gabriele, an Italian politician, born?",April 1943,November 1966,simpleqa,short_form,no_thinking,0,0.0,0.5139827,0.5020980834960938,1,November 1966,0.5
simpleqa_65,What fellowship was Zanele Muholi awarded in 2012?,Suffrage Fellowship,Civitella Ranieri Fellowship,simpleqa,short_form,no_thinking,0,0.0,0.6300313,0.5020980834960938,1,Civitella Ranieri Fellowship,0.5
simpleqa_66,"Who won the International Photography Awards' ""International Photographer of the Year"" award in 2003?",Steve McCurry,Chris Frazer Smith,simpleqa,short_form,no_thinking,0,0.0,0.5376625,0.5020980834960938,1,Chris Frazer Smith,0.5
simpleqa_67,In what year did Haile Gebrselassie go undefeated in all of his road races?,2005,2005,simpleqa,short_form,no_thinking,1,1.0,1.0000002,0.5020980834960938,1,2005,0.5
simpleqa_68,How long in meters was the glacial waterfall in the Arctic Circle that Aniol Serrasolses kayaked down for the first time as the biggest ever drop recorded?,120 meters,20m-high,simpleqa,short_form,no_thinking,0,0.0,0.6355579,0.5020980834960938,1,20m-high,0.5
simpleqa_69,What was the name of the perpetrator who slashed Park Geun-hye's face?,Yoo Soo-jeong,Ji Chung-ho,simpleqa,short_form,no_thinking,0,0.0,0.5206311,0.5020980834960938,1,Ji Chung-ho,0.5
simpleqa_70,What's the official motto of the Austrian Decoration for Science and Art?,Wissenschaft und Kunst,Litteris et Artibus,simpleqa,short_form,no_thinking,0,0.0,0.6328628,0.5020980834960938,1,Litteris et Artibus,0.5
simpleqa_71,What was the first band Robbie Robertson joined that formed in '56?,The Band,Little Caesar and the Consuls,simpleqa,short_form,no_thinking,0,0.0,0.45000175,0.5020980834960938,1,Little Caesar and the Consuls,0.5
simpleqa_72,What is the surname of the individual who was awarded the Geoffrey Barker Medal in 2020?,Barker,MacPherson,simpleqa,short_form,no_thinking,0,0.0,0.41800177,0.5020980834960938,1,MacPherson,0.5
simpleqa_73,"In the late 1950s, Lygia Pape created a new type of performance named what?",Tiradentes,Ballet Neoconcreto,simpleqa,short_form,no_thinking,0,0.0,0.4537506,0.5020980834960938,1,Ballet Neoconcreto,0.5
simpleqa_74,What is the first and last name of the sculptor who created the statue of Christopher Codrington at All Souls College?,Christopher Woodville,Sir Henry Cheere,simpleqa,short_form,no_thinking,0,0.0,0.40571803,0.5020980834960938,1,Sir Henry Cheere,0.5
simpleqa_75,In what month and year did Diana Vreeland resign from Harper's Bazaar?,April 1992,"March, 1962.",simpleqa,short_form,no_thinking,0,0.0,0.6083164,0.5020980834960938,1,"March, 1962.",0.5
simpleqa_76,What is the poison resistance value on the Brushwood Helmet from Demon's Souls (2009)?,100%,6,simpleqa,short_form,no_thinking,0,0.0,0.51624405,0.5020980834960938,1,6,0.5
simpleqa_77,"What day, month, and year was Osvaldo Fattoruso, the Uruguayan musician, born?",21 de noviembre de 1943,12 May 1948,simpleqa,short_form,no_thinking,0,0.0,0.55813444,0.5020980834960938,1,12 May 1948,0.5
simpleqa_78,"The book ""Rhine"" by Anselm Kiefer is from what year?",1996,1981.,simpleqa,short_form,no_thinking,0,0.0,0.5974281,0.5020980834960938,1,1981.,0.5
simpleqa_79,What is the weight of the Sputnik 6 spacecraft in kilograms?,175 kilograms,"4,563",simpleqa,short_form,no_thinking,0,0.0,0.4475587,0.5020980834960938,1,"4,563",0.5
simpleqa_80,"Who wrote ""The Nightmarket"" episode of Season 4 in ""What We Do in the Shadows""?",Joss Whedon,William Meny and Paul Simms,simpleqa,short_form,no_thinking,0,0.0,0.37569067,0.5020980834960938,1,William Meny and Paul Simms,0.5
simpleqa_81,What player from Aston Villa had the most yellow cards in the 2021-22 Premier League season?,James Maddison,Tyrone Mings,simpleqa,short_form,no_thinking,0,0.0,0.4146971,0.5020980834960938,1,Tyrone Mings,0.5
simpleqa_82,What is the name F.R.I.D.A. an acronym for in Critical Role Campaign 3?,Artificially Reactive Intelligent Digital Assistant,Far Ranging Integrated Defense Aeormaton,simpleqa,short_form,no_thinking,0,0.0,0.57944435,0.5020980834960938,1,Far Ranging Integrated Defense Aeormaton,0.5
simpleqa_83,What is the resolution of the Cat B15 Q in pixels?,1600 x 1200,480 x 800,simpleqa,short_form,no_thinking,0,0.0,0.8210157,0.5020980834960938,1,480 x 800,0.5
simpleqa_84,Who was the first female Deputy Speaker of the National Assembly of Pakistan?,Amina Jatoi,Ashraf Abbasi,simpleqa,short_form,no_thinking,0,0.0,0.45446664,0.5020980834960938,1,Ashraf Abbasi,0.5
simpleqa_85,What is the name of track 3 on the Mario Kart 64 Greatest Hits soundtrack released in 1997?,"""Retro Row""",Moo Moo Farm,simpleqa,short_form,no_thinking,0,0.0,0.4226169,0.5020980834960938,1,Moo Moo Farm,0.5
simpleqa_86,Who was the goalkeeper with the most clean sheets in the 2019-2020 Primeira Liga?,Fernando Santos,Agustín Marchesín,simpleqa,short_form,no_thinking,0,0.0,0.34124756,0.5020980834960938,1,Agustín Marchesín,0.5
simpleqa_87,"Which day, month, and year was the second episode of Season 2 of What We Do in the Shadows originally aired?",21 October 2016,"April 15, 2020",simpleqa,short_form,no_thinking,0,0.0,0.5943076,0.5020980834960938,1,"April 15, 2020",0.5
simpleqa_88,"Who sketched the ""Taddei Tondo"" soon after it arrived in England and wrote this to Sir George Beaumont: ""Your important acquisition of the basso-relievo of Michael Angelo is still the chief talk of all our artists""?",Raffaello Sanzio,David Wilkie,simpleqa,short_form,no_thinking,0,0.0,0.42520228,0.5020980834960938,1,David Wilkie,0.5
simpleqa_89,"On the Japanese special edition CD of Selena Gomez's album ""Rare,"" what is the name of track 16?","""Rarities""","""She""",simpleqa,short_form,no_thinking,0,0.0,0.5399406,0.5020980834960938,1,"""She""",0.5
simpleqa_90,"According to the last population update in 2010, what is the population of the rural locality of Yepishata in the Klyapovskoye Rural Settlement of Russia?",10555,33,simpleqa,short_form,no_thinking,0,0.0,0.58067274,0.5020980834960938,1,33,0.5
simpleqa_91,"In February 2017, what board did Governor Larry Hogan nominate Wes Moore to serve on?",State Board of Elections,University System of Maryland Board of Regents.,simpleqa,short_form,no_thinking,0,0.0,0.6057441,0.5020980834960938,1,University System of Maryland Board of Regents.,0.5
simpleqa_92,"What castle overlooked Carmel Glen and its burn and was situated in Knockentiber, East Ayrshire?",Easter Island,Busbie Castle,simpleqa,short_form,no_thinking,0,0.0,0.35615414,0.5020980834960938,1,Busbie Castle,0.5
simpleqa_93,Who was the commencement speaker at Harvard in 2018?,Maya Angelou,John Lewis,simpleqa,short_form,no_thinking,0,0.0,0.43974525,0.5020980834960938,1,John Lewis,0.5
simpleqa_94,"What day, month, and year did the head of the Turkish Red Crescent, who was accused of selling tents to earthquake survivors, resign?","May 13, 2023",12 May 2023,simpleqa,short_form,no_thinking,0,0.0,0.9084051,0.5020980834960938,1,12 May 2023,0.5
simpleqa_95,What two materials are needed to craft the Partisan weapon with Johannes in the original version of the game Bloodstained: Ritual of the Night?,Iron and bone.,1 Oak and 1 Steel,simpleqa,short_form,no_thinking,0,0.0,0.6919681,0.5020980834960938,1,1 Oak and 1 Steel,0.5
simpleqa_96,Which musician became Louis Armstrong's first teacher and chose him as the bandleader?,Benny Goodman,Peter Davis.,simpleqa,short_form,no_thinking,0,0.0,0.4035254,0.5020980834960938,1,Peter Davis.,0.5
simpleqa_97,"What is the developmental code name for danavorexton, a selective orexin 2 receptor agonist?",Danavorexton - Developmental Code Name: D-1001.,TAK-925,simpleqa,short_form,no_thinking,0,0.0,0.5416404,0.5020980834960938,1,TAK-925,0.5
simpleqa_98,"On 30 November 1657, who proclaimed himself emperor at Ahmedabad?",Dara Shikoh,Mirza Muhammad Murad Bakhsh,simpleqa,short_form,no_thinking,0,0.0,0.40232995,0.5020980834960938,1,Mirza Muhammad Murad Bakhsh,0.5
simpleqa_99,In what year was the praying mantis species Eremiaphila aristidis described by Lucas?,1933,1880,simpleqa,short_form,no_thinking,0,0.0,0.5805907,0.5020980834960938,1,1880,0.5
simpleqa_100,"In which month and year was the first public exhibition of Pablo Picasso’s ""Les Demoiselles d'Avignon""?","1907, May",July 1916,simpleqa,short_form,no_thinking,0,0.0,0.60112345,0.5020980834960938,1,July 1916,0.5
simpleqa_101,What is the length in meters of Abdullah Bridge in Srinagar?,150 meters,390 metres,simpleqa,short_form,no_thinking,0,0.0,0.7695194,0.5020980834960938,1,390 metres,0.5
simpleqa_102,"As of 2011, what was the male population of Chitwan District?","155,555","279,087",simpleqa,short_form,no_thinking,0,0.0,0.5865243,0.5020980834960938,1,"279,087",0.5
simpleqa_103,What is the distance (in km) between the city of Udhampur and the Krimchi Temples in Jammu?,150 km,12,simpleqa,short_form,no_thinking,0,0.0,0.5301242,0.5020980834960938,1,12,0.5
simpleqa_104,Who was the first fashion designer to stream a runway show online?,Thom Browne,Helmut Lang,simpleqa,short_form,no_thinking,0,0.0,0.37831676,0.5020980834960938,1,Helmut Lang,0.5
simpleqa_105,Which award did Reza Aslan receive in 2014?,Society of Professional Journalists Award,The Intersections International Award,simpleqa,short_form,no_thinking,0,0.0,0.58163893,0.5020980834960938,1,The Intersections International Award,0.5
simpleqa_106,What was the name of Andrew Dickson White's cousin who became an artist of the Luminism style and Hudson River School?,William Henry Powell,Edwin White,simpleqa,short_form,no_thinking,0,0.0,0.38599816,0.5020980834960938,1,Edwin White,0.5
simpleqa_107,"On which date, month, and year was the municipality of Miraflores, Boyacá, Colombia, founded?",15 de abril de 1876,29  December 1777,simpleqa,short_form,no_thinking,0,0.0,0.50304544,0.5020980834960938,1,29  December 1777,0.5
simpleqa_108,"What is the name of the city and state where Václav Hlavatý, a Czech-American mathematician, died?","Cleveland, Ohio","Bloomington, Indiana",simpleqa,short_form,no_thinking,0,0.0,0.472258,0.5020980834960938,1,"Bloomington, Indiana",0.5
simpleqa_109,Who did Richard Neutra design the Elkay Apartments for?,The Elkay Apartments were designed for the Elkay Company.,Louis Kievman,simpleqa,short_form,no_thinking,0,0.0,0.35838053,0.5020980834960938,1,Louis Kievman,0.5
simpleqa_110,In which year was the John Brophy Award first awarded?,1966,1989,simpleqa,short_form,no_thinking,0,0.0,0.55453247,0.5020980834960938,1,1989,0.5
simpleqa_111,"In what month and year was Anna Yuryevna Netrebko named ""People's Artist of Russia""?",February 2012,February 2008,simpleqa,short_form,no_thinking,0,0.0,0.8529898,0.5020980834960938,1,February 2008,0.5
simpleqa_112,Who inaugurated the Khyber Hotel in Gulmarg?,Mirza Afzal Khan,Omar Abdullah,simpleqa,short_form,no_thinking,0,0.0,0.32273954,0.5020980834960938,1,Omar Abdullah,0.5
simpleqa_113,What was the first name of the Irish-born computer programmer Kathleen Rita McNulty Mauchly Antonelli's father?,John,James,simpleqa,short_form,no_thinking,0,0.0,0.58236647,0.5020980834960938,1,James,0.5
simpleqa_114,The Wandanlage stereo system was originally released in which year?,1963,1965,simpleqa,short_form,no_thinking,0,0.0,0.63158065,0.5020980834960938,1,1965,0.5
simpleqa_115,"At what age did Dick Drago, the American relief pitcher, die?",52,78,simpleqa,short_form,no_thinking,0,0.0,0.6578262,0.5020980834960938,1,78,0.5
simpleqa_116,What were the month and year when Telegram announced that the app had 60 million active users and delivered 12 billion daily messages?,February 2017,September 2015.,simpleqa,short_form,no_thinking,0,0.0,0.5043216,0.5020980834960938,1,September 2015.,0.5
simpleqa_117,Which architect built the Palace of Justice of the Argentine Nation?,René de Paredes,Norbert Maillart.,simpleqa,short_form,no_thinking,0,0.0,0.4867172,0.5020980834960938,1,Norbert Maillart.,0.5
simpleqa_118,Sir Isaac Julien's installation piece 'Radioactive' is from what year?,1995,2004,simpleqa,short_form,no_thinking,0,0.0,0.5238341,0.5020980834960938,1,2004,0.5
simpleqa_119,In what year was the Sing Sing Correctional Facility accredited for the first time?,1954,1989,simpleqa,short_form,no_thinking,0,0.0,0.42252144,0.5020980834960938,1,1989,0.5
simpleqa_120,"On what day, month, and year was Ian Charleson Hedge, a Scottish botanist at the Royal Botanic Gardens in Edinburgh who spent seven months collecting specimens in Turkey in 1957 with Peter Davis, born?",15 April 1910,18 August 1928,simpleqa,short_form,no_thinking,0,0.0,0.5975736,0.5020980834960938,1,18 August 1928,0.5
simpleqa_121,What was the 2018 Word of the Year according to the American Dialect Society?,Breathe.,tender-age shelter,simpleqa,short_form,no_thinking,0,0.0,0.4955293,0.5020980834960938,1,tender-age shelter,0.5
simpleqa_122,"What year was the municipality of Ciénega, Boyacá, Colombia, founded?",1876,1818,simpleqa,short_form,no_thinking,0,0.0,0.63901716,0.5020980834960938,1,1818,0.5
simpleqa_123,"In which year was Edward A. ""Ted"" Irving awarded the Wollaston Medal by the Geological Society of London?",1966,2005,simpleqa,short_form,no_thinking,0,0.0,0.58517855,0.5020980834960938,1,2005,0.5
simpleqa_124,Which scientist was the recipient of the Roebling Medal in 1968?,John A. Macdonald,Tei-ichi Ito,simpleqa,short_form,no_thinking,0,0.0,0.393126,0.5020980834960938,1,Tei-ichi Ito,0.5
simpleqa_125,"What doctrine did Ketanji Brown Jackson use to uphold her decision that ""the suits should be brought in Malaysia, not the U.S.""?",International Extraterritoriality Doctrine,forum non conveniens,simpleqa,short_form,no_thinking,0,0.0,0.5069897,0.5020980834960938,1,forum non conveniens,0.5
